Study,Generation,Sex,Treatment,Sugar Weight,Glucose,Trehalose,Glycogen
Main,F2,female,LSD,3.29,10.6739,31.9421,22.9605
Main,F2,female,LSD,3.49,4.2739,10.8199,8.7645
Main,F2,female,LSD,3.57,11.3435,22.9128,18.2179
Main,F2,female,LSD,3.39,7.8452,14.5082,8.5344
Main,F2,female,LSD,3.5,7.585,17.5237,10.7713
Main,F2,female,LSD,3.69,13.8069,30.3823,20.3101
Main,F2,female,LSD,3.6,7.857,20.0368,12.6739
Main,F2,female,LSD,3.5,8.1698,17.8188,10.2511
Main,F2,female,LSD,3.61,5.4887,10.871,8.8292
Main,F2,female,LSD,3.36,7.9217,17.4959,11.9397
Main,F2,female,LSD,3.6,7.2033,13.6641,5.4301
Main,F2,female,LSD,3.4,5.5171,10.3435,6.3096
Main,F2,female,LSD,3.45,7.3053,23.3383,23.7245
Main,F2,female,LSD,3.64,10.6841,33.7044,37.0236
Main,F2,female,LSD,3.45,7.9896,25.4845,25.4222
Main,F2,female,LSD,3.44,1.9798,24.0555,24.2559
Main,F2,female,LSD,3.59,4.7662,15.7513,17.0283
Main,F2,female,LSD,3.5,3.1697,16.8875,22.0034
Main,F2,female,LSD,3.42,7.7627,26.6475,27.7176
Main,F2,female,LSD,3.47,9.0428,29.5073,29.0726
Main,F2,female,LSD,3.49,9.219,29.4801,34.3002
Main,F2,female,LSD,3.13,10.006,33.8419,37.8568
Main,F2,female,LSD,3.22,12.9201,33.8251,41.7495
Main,F2,male,HSD,2.56,7.1582,14.7532,15.1116
Main,F2,male,HSD,2.49,7.8973,12.029,11.5314
Main,F2,male,HSD,2.45,7.1462,19.433,14.1562
Main,F2,male,HSD,2.46,7.0296,12.8188,12.7103
Main,F2,male,HSD,2.45,5.3486,11.7434,4.7998
Main,F2,male,HSD,2.52,7.5083,14.07,13.4844
Main,F2,male,HSD,2.42,9.1079,20.0102,20.0156
Main,F2,male,HSD,2.58,8.3191,16.5644,12.6487
Main,F2,male,HSD,2.39,7.1728,12.1689,12.8922
Main,F2,male,HSD,2.48,7.4565,14.9524,10.2158
Main,F2,male,HSD,2.53,9.0279,16.358,12.5104
Main,F2,male,HSD,2.58,6.7279,17.6646,11.4698
Main,F2,male,HSD,2.5,8.5778,13.7397,12.8103
Main,F2,male,HSD,2.53,8.2637,15.5429,7.3007
Main,F2,male,HSD,2.58,10.4837,18.9501,13.6094
Main,F2,male,HSD,2.58,9.4618,13.3732,18.06
Main,F2,male,HSD,2.55,8.375,14.7474,4.9856
Main,F2,male,HSD,2.46,8.3672,15.1217,13.0799
Main,F2,male,HSD,2.44,7.4697,11.6713,6.2445
Main,F2,male,HSD,2.49,10.1649,10.285,7.0653
Main,F2,male,HSD,2.5,6.8357,8.3412,3.0576
Main,F2,male,HSD,2.41,8.661,12.814,10.1515
Main,F2,male,HSD,2.34,3.8473,22.3718,18.6089
Main,F2,male,HSD,2.42,7.4896,19.3869,23.0884
Main,F2,male,HSD,2.55,4.2786,18.8213,20.0119
Main,F2,male,HSD,2.45,6.3114,20.0843,20.2384
Main,F2,male,HSD,2.42,3.4389,20.5651,24.7725
Main,F2,male,HSD,2.55,4.3006,21.6419,29.0754
Main,F2,male,HSD,2.48,5.4717,24.1245,27.6534
Main,F2,male,HSD,2.44,6.8804,20.2516,16.9809
Main,F2,male,HSD,2.44,8.283,25.1385,27.958
Main,F2,male,HSD,2.55,8.5415,24.2107,27.6781
Main,F2,male,HSD,2.37,6.975,16.3936,18.1782
Main,F2,female,HSD,3.77,11.5415,15.8907,18.3056
Main,F2,female,HSD,3.4,8.9612,16.1364,23.9086
Main,F2,female,HSD,3.47,10.4492,19.833,39.568
Main,F2,female,HSD,3.47,12.3843,18.7438,26.6807
Main,F2,female,HSD,3.55,7.7144,15.604,26.4015
Main,F2,female,HSD,3.4,6.6805,17.8584,12.5918
Main,F2,female,HSD,3.44,13.0598,18.6977,37.3204
Main,F2,female,HSD,3.13,11.5649,29.6117,45.3917
Main,F2,female,HSD,3.29,10.5517,26.59,18.8785
Main,F2,female,HSD,3.61,11.4485,21.5122,25.1875
Main,F2,female,HSD,3.53,9.3724,16.6039,16.8675
Main,F2,female,HSD,3.77,14.6844,9.1741,11.0609
Main,F2,female,HSD,3.55,13.4837,18.1159,19.7815
Main,F2,female,HSD,3.42,8.9216,14.9882,13.6625
Main,F2,female,HSD,3.34,7.2623,9.3023,8.5732
Main,F2,female,HSD,3.21,11.6377,23.8767,13.9341
Main,F2,female,HSD,3.61,14.1725,33.5746,37.4191
Main,F2,female,HSD,3.44,11.4928,28.5913,39.3427
Main,F2,female,HSD,3.65,9.802,18.609,18.4041
Main,F2,female,HSD,3.92,12.4271,24.4711,20.372
Main,F2,female,HSD,3.61,13.3639,27.4114,26.7557
Main,F2,female,HSD,3.35,12.9669,26.1234,35.3139
Main,F2,female,HSD,3.37,9.4162,40.5146,35.5175
Main,F2,female,HSD,3.38,16.3165,27.5368,35.3306
Main,F2,female,HSD,3.72,11.5044,27.3857,29.792
Main,F2,female,HSD,3.58,7.5574,19.8591,21.6491
Main,F2,female,HSD,3.65,7.2754,24.4799,29.2444
Main,F2,female,HSD,3.7,11.4608,33.2176,41.0479
Main,F2,female,HSD,3.71,9.559,28.235,33.3858
Main,F2,female,HSD,3.63,14.5883,34.8478,32.4772
Main,F2,female,HSD,3.35,6.788,22.5056,29.174
Main,F2,female,HSD,3.62,6.9096,18.4184,23.4661
Main,F2,female,HSD,3.59,15.8652,15.7816,24.0405
Main,F2,male,CD,2.64,6.9075,14.4147,11.2832
Main,F2,male,CD,2.41,7.8141,12.5789,14.9671
Main,F2,male,CD,2.53,7.547,17.0366,21.3901
Main,F2,male,CD,2.57,6.135,20.5013,10.8301
Main,F2,male,CD,2.46,6.0058,15.8879,14.3141
Main,F2,male,CD,2.51,8.6494,15.514,16.1731
Main,F2,male,CD,2.57,8.5891,13.7439,13.523
Main,F2,male,CD,2.46,6.6001,22.6281,12.4418
Main,F2,male,CD,2.5,6.264,13.6969,13.7286
Main,F2,male,CD,2.54,6.832,16.2329,12.0226
Main,F2,male,CD,2.49,6.7116,10.8755,7.9788
Main,F2,male,CD,2.45,8.8343,17.5149,6.6806
Main,F2,male,CD,2.52,6.8343,9.7212,0.7769
Main,F2,male,CD,2.41,6.0325,13.1448,11.0295
Main,F2,male,CD,2.44,5.6864,18.7601,15.28
Main,F2,male,CD,2.57,8.6511,12.2443,9.4962
Main,F2,male,CD,2.37,8.919,11.0153,7.6311
Main,F2,male,CD,2.42,8.4389,17.4823,15.8927
Main,F2,male,CD,2.41,9.1418,15.247,17.6727
Main,F2,male,CD,2.51,5.3797,13.0437,3.5778
Main,F2,male,CD,2.58,9.0357,15.6242,11.104
Main,F2,male,CD,2.5,10.376,10.697,13.6274
Main,F2,male,CD,2.37,7.2732,23.7008,22.2656
Main,F2,male,CD,2.49,7.0597,20.5632,23.6299
Main,F2,male,CD,2.45,4.129,18.222,20.0264
Main,F2,male,CD,2.51,5.6605,21.7865,21.8189
Main,F2,male,CD,2.39,7.1502,21.0715,22.5495
Main,F2,male,CD,2.34,10.7217,23.429,21.0637
Main,F2,male,CD,2.52,2.961,19.6164,19.7732
Main,F2,male,CD,2.51,6.3432,22.3145,16.6619
Main,F2,male,CD,2.51,3.2581,19.8094,16.9031
Main,F2,male,CD,2.55,8.3272,22.0654,19.0637
Main,F2,male,CD,2.53,7.6392,20.3873,18.5839
Main,F2,female,CD,3.59,5.6106,20.6957,18.9544
Main,F2,female,CD,3.66,11.8071,24.5392,42.7371
Main,F2,female,CD,3.27,8.2088,18.4741,21.8421
Main,F2,female,CD,3.39,10.192,23.0135,15.2974
Main,F2,female,CD,3.53,9.3368,16.2861,17.67
Main,F2,female,CD,3.72,7.4189,13.7572,17.7705
Main,F2,female,CD,3.55,12.7976,19.2176,32.5934
Main,F2,female,CD,3.4,8.4201,17.9956,32.7201
Main,F2,female,CD,3.23,9.411,16.6577,21.8485
Main,F2,female,CD,3.82,6.8892,10.0944,35.5731
Main,F2,female,CD,3.68,10.2984,18.9738,22.9039
Main,F2,female,CD,3.34,10.5793,17.381,21.178
Main,F2,female,CD,3.56,12.3273,18.8982,25.0553
Main,F2,female,CD,3.51,8.9027,11.9446,28.5677
Main,F2,female,CD,3.43,9.4923,19.2462,14.4174
Main,F2,female,CD,3.46,12.6964,20.546,12.779
Main,F2,female,CD,3.58,11.8514,26.8641,24.5841
Main,F2,female,CD,3.25,9.456,17.9344,16.1164
Main,F2,female,CD,3.54,10.1026,18.6942,22.9509
Main,F2,female,CD,3.34,13.8033,23.9495,29.1922
Main,F2,female,CD,3.32,7.9841,12.2533,12.8429
Main,F2,female,CD,3.37,12.5436,16.6271,21.0752
Main,F2,female,CD,3.31,8.9562,24.846,25.088
Main,F2,female,CD,3.55,8.763,19.4995,25.3101
Main,F2,female,CD,3.36,5.8274,20.4981,28.6197
Main,F2,female,CD,3.58,10.6291,28.2665,28.228
Main,F2,female,CD,3.58,10.9055,33.3357,38.6395
Main,F2,female,CD,3.48,9.4806,30.0108,36.897
Main,F2,female,CD,3.45,9.1763,23.2591,32.2656
Main,F2,female,CD,3.59,8.0999,22.0289,21.593
Main,F2,female,CD,3.32,11.0561,28.0214,24.2758
Main,F2,female,CD,3.49,11.765,27.8654,30.1061
Main,F2,female,CD,3.53,9.9257,24.4019,30.2265
Main,F3,male,NSD,2.49,0.9939,22.3247,17.9646
Main,F3,male,NSD,2.31,6.2337,11.1887,14.9889
Main,F3,male,NSD,2.47,7.9233,18.5695,14.2612
Main,F3,male,NSD,2.65,11.1631,21.2513,21.5675
Main,F3,male,NSD,2.42,7.3314,19.681,19.4492
Main,F3,male,NSD,2.49,1.5395,19.1336,15.3409
Main,F3,male,NSD,2.49,7.1474,16.1235,10.2506
Main,F3,male,NSD,2.37,6.6273,14.4106,6.4428
Main,F3,male,NSD,2.45,8.3296,16.6508,10.6594
Main,F3,male,NSD,2.51,8.9578,16.0697,15.1246
Main,F3,male,NSD,2.53,7.1493,17.6699,14.0239
Main,F3,male,NSD,2.44,8.0107,14.4632,15.5273
Main,F3,male,NSD,2.53,5.5811,10.4292,14.405
Main,F3,male,NSD,2.41,6.0604,10.2515,17.031
Main,F3,male,NSD,2.46,8.8109,11.4994,15.3489
Main,F3,male,NSD,2.48,6.9353,14.7647,18.2335
Main,F3,male,NSD,2.44,5.8541,12.5215,14.6241
Main,F3,male,NSD,2.61,8.5901,11.1826,20.2588
Main,F3,male,NSD,2.43,4.5207,12.5862,10.1318
Main,F3,male,NSD,2.46,6.9135,11.3546,6.8267
Main,F3,male,NSD,2.2,8.1436,11.9372,11.594
Main,F3,male,NSD,2.24,5.8423,14.9495,16.5497
Main,F3,male,NSD,2.37,5.6028,11.1486,14.8391
Main,F3,male,NSD,2.4,2.355,9.9399,20.0143
Main,F3,male,NSD,2.45,6.8721,6.8834,15.2762
Main,F3,male,NSD,2.2,6.3286,10.4608,19.4392
Main,F3,male,NSD,2.46,5.2517,6.6208,21.966
Main,F3,male,NSD,2.37,4.383,7.5958,13.4264
Main,F3,male,NSD,2.42,3.6868,8.0471,14.208
Main,F3,male,NSD,2.44,5.2994,14.8538,26.9016
Main,F3,male,NSD,2.4,6.994,12.4205,16.1577
Main,F3,male,NSD,2.49,6.6382,13.626,17.2655
Main,F3,male,NSD,2.6,5.2426,10.0515,16.4897
Main,F3,female,NSD,3.67,6.7456,22.3296,8.7642
Main,F3,female,NSD,3.23,5.1623,24.0721,3.6681
Main,F3,female,NSD,3.27,11.4908,14.5591,11.4509
Main,F3,female,NSD,3.33,10.574,19.8958,11.0782
Main,F3,female,NSD,3.45,5.4931,20.7819,7.4754
Main,F3,female,NSD,3.72,10.0894,16.8768,6.4285
Main,F3,female,NSD,3.92,8.4351,18.7573,11.0943
Main,F3,female,NSD,3.43,8.1061,10.1625,11.9964
Main,F3,female,NSD,3.6,10.6024,22.301,11.5652
Main,F3,female,NSD,3.64,4.6777,17.9178,12.6453
Main,F3,female,NSD,3.64,9.3193,16.6794,5.6672
Main,F3,female,NSD,3.59,10.4528,21.7002,29.1273
Main,F3,female,NSD,3.38,8.8957,19.3412,26.5013
Main,F3,female,NSD,3.51,3.9244,14.1092,21.5054
Main,F3,female,NSD,3.29,7.9315,16.5727,17.6601
Main,F3,female,NSD,3.29,8.4309,31.4164,16.9187
Main,F3,female,NSD,3.39,7.5376,23.1876,23.8271
Main,F3,female,NSD,3.24,9.3058,19.0916,20.1656
Main,F3,female,NSD,3.55,7.7248,16.5931,21.1352
Main,F3,female,NSD,3.57,10.4602,14.5211,27.854
Main,F3,female,NSD,3.6,10.838,18.1983,21.7871
Main,F3,female,NSD,3.69,8.8872,21.3869,20.1668
Main,F3,female,NSD,3.39,8.2134,26.1723,19.9719
Main,F3,female,NSD,3.32,10.5692,7.7952,32.6443
Main,F3,female,NSD,3.64,10.9746,3.155,39.3555
Main,F3,female,NSD,3.37,10.1544,11.7738,25.7871
Main,F3,female,NSD,3.4,9.7191,16.762,25.9878
Main,F3,female,NSD,3.61,6.9783,20.6559,16.0307
Main,F3,female,NSD,3.65,8.925,16.6348,27.6762
Main,F3,female,NSD,3.56,7.9024,10.5253,18.0303
Main,F3,female,NSD,3.66,5.6239,8.7961,39.2139
Main,F3,female,NSD,3.47,7.2372,6.1805,15.8537
Main,F3,female,NSD,3.6,7.789,9.9187,24.3948
Main,F3,male,LSD,2.42,3.628,9.9252,7.1749
Main,F3,male,LSD,2.53,5.3294,7.3964,9.989
Main,F3,male,LSD,2.35,3.022,11.5087,5.9971
Main,F3,male,LSD,2.33,5.6733,15.636,5.7212
Main,F3,male,LSD,2.14,5.053,14.1861,6.0045
Main,F3,male,LSD,2.47,5.4982,10.17,6.3841
Main,F3,male,LSD,2.42,5.1267,3.8055,7.8554
Main,F3,male,LSD,2.34,5.6076,10.5692,5.5351
Main,F3,male,LSD,2.37,6.5888,14.6185,8.0646
Main,F3,male,LSD,2.45,4.3699,12.6824,7.5451
Main,F3,male,LSD,2.46,6.0815,12.4074,5.6518
Main,F3,male,LSD,2.55,5.5203,12.113,14.8069
Main,F3,male,LSD,2.56,5.7,11.3318,15.2739
Main,F3,male,LSD,2.38,5.2047,12.273,18.1063
Main,F3,male,LSD,2.44,5.6381,12.5919,18.4937
Main,F3,male,LSD,2.47,7.5185,15.425,12.8187
Main,F3,male,LSD,2.51,6.4585,10.2072,12.929
Main,F3,male,LSD,2.34,4.963,14.2157,15.8085
Main,F3,male,LSD,2.74,9.7522,15.252,15.9065
Main,F3,male,LSD,2.58,6.988,11.0134,13.8957
Main,F3,male,LSD,2.32,5.3437,10.2665,17.7107
Main,F3,male,LSD,2.38,5.7618,13.3439,18.7958
Main,F3,male,LSD,2.38,4.1719,6.3455,8.892
Main,F3,male,LSD,2.45,7.6821,16.856,12.3355
Main,F3,male,LSD,2.41,4.332,10.0872,13.3587
Main,F3,male,LSD,2.58,6.1839,18.1002,5.9568
Main,F3,male,LSD,2.3,4.5295,9.1511,13.5244
Main,F3,male,LSD,2.61,8.5185,10.7557,9.8188
Main,F3,male,LSD,2.4,5.7193,10.2155,11.5299
Main,F3,male,LSD,2.52,6.5745,11.9285,14.7531
Main,F3,male,LSD,2.57,4.48,10.9584,13.4039
Main,F3,male,LSD,2.95,4.0446,11.4331,16.9093
Main,F3,male,LSD,2.53,6.3473,10.2283,15.7793
Main,F3,female,LSD,3.56,8.6415,17.2346,12.5884
Main,F3,female,LSD,3.62,11.2433,21.0188,14.9736
Main,F3,female,LSD,3.65,9.0801,28.4563,29.9426
Main,F3,female,LSD,3.27,8.1258,14.9625,11.4758
Main,F3,female,LSD,3.33,10.1607,18.1104,21.8593
Main,F3,female,LSD,3.44,5.5785,13.8725,7.8824
Main,F3,female,LSD,3.4,0.2024,20.5744,9.9648
Main,F3,female,LSD,3.41,11.7943,34.7631,11.7395
Main,F3,female,LSD,3.12,10.3824,14.7983,18.5431
Main,F3,female,LSD,3.81,10.5241,7.9829,11.6232
Main,F3,female,LSD,3.29,7.6538,13.3685,15.0808
Main,F3,female,LSD,3.49,7.2904,13.3993,38.5269
Main,F3,female,LSD,3.57,5.7168,13.448,16.1431
Main,F3,female,LSD,3.39,10.2197,16.3365,25.521
Main,F3,female,LSD,3.5,5.3965,7.3337,16.1769
Main,F3,female,LSD,3.69,9.2286,20.6685,31.0475
Main,F3,female,LSD,3.6,7.806,14.9201,25.1911
Main,F3,female,LSD,3.5,10.6824,24.5649,34.3351
Main,F3,female,LSD,3.61,8.9513,21.2227,17.2657
Main,F3,female,LSD,3.36,5.7861,10.0691,11.7776
Main,F3,female,LSD,3.6,9.3593,18.5654,23.481
Main,F3,female,LSD,3.4,9.799,16.9466,24.4921
Main,F3,female,LSD,3.45,4.0951,17.8145,15.8147
Main,F3,female,LSD,3.64,6.7169,18.1761,23.094
Main,F3,female,LSD,3.45,6.0522,8.2199,22.855
Main,F3,female,LSD,3.44,3.6,5.482,19.3121
Main,F3,female,LSD,3.59,7.8377,21.6168,29.2492
Main,F3,female,LSD,3.5,4.5501,13.4483,13.8239
Main,F3,female,LSD,3.42,6.2902,2.947,12.7413
Main,F3,female,LSD,3.47,7.902,18.8139,21.9565
Main,F3,female,LSD,3.49,8.9523,14.1895,24.5122
Main,F3,female,LSD,3.13,3.6515,10.4322,8.6481
Main,F3,female,LSD,3.22,4.7506,8.9975,13.8721
Main,F3,male,HSD,2.56,5.2784,10.6393,13.9537
Main,F3,male,HSD,2.49,7.117,12.6248,17.8752
Main,F3,male,HSD,2.45,3.7873,17.2865,21.4704
Main,F3,male,HSD,2.46,5.5347,11.6662,9.3553
Main,F3,male,HSD,2.45,5.012,6.9567,7.9675
Main,F3,male,HSD,2.52,7.36,3.9377,10.9778
Main,F3,male,HSD,2.42,7.0727,16.031,5.8323
Main,F3,male,HSD,2.58,8.6127,15.4825,11.3317
Main,F3,male,HSD,2.39,8.2219,16.3385,11.9065
Main,F3,male,HSD,2.48,7.7247,16.2662,14.7253
Main,F3,male,HSD,2.53,8.4634,21.6126,18.5846
Main,F3,male,HSD,2.58,11.5128,10.4957,14.521
Main,F3,male,HSD,2.5,8.8388,13.2652,18.7621
Main,F3,male,HSD,2.53,6.9136,15.1013,13.6552
Main,F3,male,HSD,2.58,7.5735,17.0674,17.2028
Main,F3,male,HSD,2.58,5.5565,13.7566,16.5155
Main,F3,male,HSD,2.55,4.808,10.129,12.2043
Main,F3,male,HSD,2.46,6.2601,0,20.1408
Main,F3,male,HSD,2.44,7.0976,16.6846,19.4768
Main,F3,male,HSD,2.49,9.8098,13.7661,26.5203
Main,F3,male,HSD,2.5,7.5153,12.9663,19.9922
Main,F3,male,HSD,2.41,4.6934,12.8136,17.7247
Main,F3,male,HSD,2.34,8.3234,9.6253,16.0033
Main,F3,male,HSD,2.42,6.0948,13.6525,25.0656
Main,F3,male,HSD,2.55,4.3844,13.0866,17.6641
Main,F3,male,HSD,2.45,4.2569,11.8656,13.5683
Main,F3,male,HSD,2.42,5.8451,12.6525,20.7019
Main,F3,male,HSD,2.55,5.5496,12.4682,18.0396
Main,F3,male,HSD,2.48,6.8629,15.9346,21.9278
Main,F3,male,HSD,2.44,4.6914,12.7278,20.4192
Main,F3,male,HSD,2.44,8.1202,14.8775,14.7626
Main,F3,male,HSD,2.55,5.5904,8.4938,15.7728
Main,F3,male,HSD,2.37,5.1634,11.7605,17.21
Main,F3,female,HSD,3.77,11.5528,22.3704,22.1756
Main,F3,female,HSD,3.4,10.357,17.385,20.9801
Main,F3,female,HSD,3.47,11.1437,19.1399,43.7677
Main,F3,female,HSD,3.47,9.5169,22.6418,19.2945
Main,F3,female,HSD,3.55,9.4203,8.8414,12.9839
Main,F3,female,HSD,3.4,8.3542,23.4338,14.6293
Main,F3,female,HSD,3.44,7.5802,12.6147,11.2641
Main,F3,female,HSD,3.13,5.8667,11.5468,2.1943
Main,F3,female,HSD,3.29,5.4922,12.9611,10.7537
Main,F3,female,HSD,3.61,11.1999,22.0115,18.4645
Main,F3,female,HSD,3.53,9.2226,21.5624,24.1873
Main,F3,female,HSD,3.77,10.5516,16.8329,27.115
Main,F3,female,HSD,3.55,9.4183,13.8601,23.9506
Main,F3,female,HSD,3.42,6.673,12.1846,16.8129
Main,F3,female,HSD,3.34,8.0405,18.3107,27.1663
Main,F3,female,HSD,3.21,3.6699,13.926,30.1148
Main,F3,female,HSD,3.61,10.2418,19.8842,24.1003
Main,F3,female,HSD,3.44,7.3634,21.8321,19.7996
Main,F3,female,HSD,3.65,9.3044,17.9343,27.2094
Main,F3,female,HSD,3.92,7.2038,13.0536,19.3841
Main,F3,female,HSD,3.61,8.7537,17.0866,31.7954
Main,F3,female,HSD,3.35,2.9972,10.1464,12.2094
Main,F3,female,HSD,3.37,8.157,16.2007,18.9899
Main,F3,female,HSD,3.38,3.6675,7.7583,15.5305
Main,F3,female,HSD,3.72,10.4484,13.766,40.5344
Main,F3,female,HSD,3.58,5.8894,7.1169,28.4144
Main,F3,female,HSD,3.65,7.733,12.5768,27.3232
Main,F3,female,HSD,3.7,5.1963,14.1375,20.0335
Main,F3,female,HSD,3.71,9.5533,15.1273,39.2398
Main,F3,female,HSD,3.63,7.2338,19.6795,28.1756
Main,F3,female,HSD,3.35,6.2257,9.9114,20.8804
Main,F3,female,HSD,3.62,9.23,8.2042,36.0993
Main,F3,female,HSD,3.59,1.5603,11.116,17.2896
Main,F3,male,CD,2.64,6.8842,15.8317,24.0328
Main,F3,male,CD,2.41,10.969,12.3565,21.4599
Main,F3,male,CD,2.53,6.1689,21.9426,21.2843
Main,F3,male,CD,2.57,5.7153,11.4657,8.2187
Main,F3,male,CD,2.46,7.0447,12.073,15.6704
Main,F3,male,CD,2.51,7.0418,16.7576,11.6024
Main,F3,male,CD,2.57,12.5048,10.7181,15.2682
Main,F3,male,CD,2.46,6.1809,12.4473,13.8164
Main,F3,male,CD,2.5,6.9609,12.985,13.7918
Main,F3,male,CD,2.54,5.7415,12.9614,15.4933
Main,F3,male,CD,2.49,6.0385,12.7611,15.8085
Main,F3,male,CD,2.45,10.5301,9.6471,18.7307
Main,F3,male,CD,2.52,6.4324,14.1514,22.4921
Main,F3,male,CD,2.41,7.3548,14.4846,12.9945
Main,F3,male,CD,2.44,5.7067,11.7492,13.4053
Main,F3,male,CD,2.57,9.8861,11.8606,13.9141
Main,F3,male,CD,2.37,5.7649,13.4552,16.2973
Main,F3,male,CD,2.42,7.6682,8.8263,11.6472
Main,F3,male,CD,2.41,4.6514,12.5733,14.3989
Main,F3,male,CD,2.51,5.8512,13.9479,16.2827
Main,F3,male,CD,2.58,6.7363,14.7317,19.0027
Main,F3,male,CD,2.5,5.3629,11.0374,17.7332
Main,F3,male,CD,2.37,8.239,5.2404,4.8165
Main,F3,male,CD,2.49,6.1783,5.2486,7.9362
Main,F3,male,CD,2.45,4.6106,6.8974,13.6924
Main,F3,male,CD,2.51,4.8233,14.0937,17.9067
Main,F3,male,CD,2.39,4.2964,9.944,17.8631
Main,F3,male,CD,2.34,4.3523,8.554,5.801
Main,F3,male,CD,2.52,6.8651,11.9276,16.8176
Main,F3,male,CD,2.51,3.254,8.7625,11.8024
Main,F3,male,CD,2.51,6.1168,10.5587,13.4065
Main,F3,male,CD,2.55,3.4979,8.9587,9.4188
Main,F3,male,CD,2.53,5.232,8.1511,21.2317
Main,F3,female,CD,3.59,9.9233,19.2103,17.1347
Main,F3,female,CD,3.66,11.8084,19.2627,18.9863
Main,F3,female,CD,3.27,10.3311,20.0102,7.3886
Main,F3,female,CD,3.39,11.6499,23.4178,17.7696
Main,F3,female,CD,3.53,9.6299,23.5244,19.3188
Main,F3,female,CD,3.72,5.3974,16.2698,11.2489
Main,F3,female,CD,3.55,12.2081,17.3342,11.0846
Main,F3,female,CD,3.4,8.0161,16.7594,16.0354
Main,F3,female,CD,3.23,7.4348,17.7256,16.4081
Main,F3,female,CD,3.82,7.9175,19.3477,15.6427
Main,F3,female,CD,3.68,9.5375,18.7003,10.4591
Main,F3,female,CD,3.34,9.669,13.6262,19.2027
Main,F3,female,CD,3.56,8.323,14.3874,17.4599
Main,F3,female,CD,3.51,9.1397,17.7147,22.5039
Main,F3,female,CD,3.43,6.8579,19.1271,29.3698
Main,F3,female,CD,3.46,12.399,11.2461,17.0829
Main,F3,female,CD,3.58,7.6759,15.7232,20.3149
Main,F3,female,CD,3.25,10.8088,19.4259,27.9716
Main,F3,female,CD,3.54,9.7809,22.3657,19.7581
Main,F3,female,CD,3.34,9.1761,16.7864,20.7153
Main,F3,female,CD,3.32,4.9647,12.6061,18.5876
Main,F3,female,CD,3.37,8.0657,17.6123,25.8124
Main,F3,female,CD,3.31,5.8147,23.3075,25.3052
Main,F3,female,CD,3.55,9.7011,20.3697,26.0621
Main,F3,female,CD,3.36,13.5026,13.5862,32.3228
Main,F3,female,CD,3.58,8.79,17.5642,44.5367
Main,F3,female,CD,3.58,8.8188,19.2365,47.2297
Main,F3,female,CD,3.48,8.6675,12.3017,40.1298
Main,F3,female,CD,3.45,10.0408,13.8095,34.3321
Main,F3,female,CD,3.59,11.2364,23.0091,52.7046
Main,F3,female,CD,3.32,6.3184,15.6477,26.0058
Main,F3,female,CD,3.49,6.7883,17.0721,22.763
Main,F3,female,CD,3.53,7.7494,23.3665,47.7701
Main,F4,male,NSD,2.39,5.718604133,11.01042731,21.71156799
Main,F4,male,NSD,2.56,5.525368442,9.773707881,19.26467065
Main,F4,male,NSD,2.54,7.198925183,9.558822702,20.80060001
Main,F4,male,NSD,2.57,6.820327187,9.513425462,19.66100462
Main,F4,male,NSD,2.44,6.116344372,11.18347618,24.27451505
Main,F4,male,NSD,2.46,6.020996015,7.6353447,18.13711418
Main,F4,male,NSD,2.52,7.048385839,9.491017072,23.15574056
Main,F4,male,NSD,2.64,8.980488338,13.13829331,27.12827571
Main,F4,male,NSD,2.5,4.254512715,7.550517922,16.05437365
Main,F4,male,NSD,2.41,8.337815281,13.74290189,14.11060193
Main,F4,male,NSD,2.5,6.064016626,5.564197959,14.20887056
Main,F4,male,NSD,2.58,7.796064705,10.94227768,25.27033185
Main,F4,male,NSD,2.37,8.01365619,10.26000578,24.63296885
Main,F4,male,NSD,2.36,6.519876291,9.378693742,20.91900684
Main,F4,male,NSD,2.48,6.34845265,7.889925898,18.01443223
Main,F4,male,NSD,2.43,9.937499753,5.886139434,15.64958896
Main,F4,male,NSD,2.41,7.798538332,9.57630437,22.82706438
Main,F4,male,NSD,2.5,8.029750871,10.76987086,22.2695964
Main,F4,male,NSD,2.48,7.833457132,8.3704076,25.14174923
Main,F4,male,NSD,2.63,5.708956056,13.45289508,25.76766967
Main,F4,male,NSD,2.57,6.897910562,5.266193895,17.4168063
Main,F4,male,NSD,2.54,7.201035001,10.472955,16.39209423
Main,F4,male,NSD,2.69,8.035219368,9.677762751,11.29055339
Main,F4,male,NSD,2.51,7.529104773,5.963839478,18.3674213
Main,F4,male,NSD,2.51,8.792309899,12.71667906,15.02670477
Main,F4,male,NSD,2.55,6.434034352,13.62093807,19.20727257
Main,F4,male,NSD,2.47,7.510835148,10.91040028,18.12159334
Main,F4,male,NSD,2.42,6.10724077,8.871599638,16.25442097
Main,F4,male,NSD,2.45,8.611084511,13.40638955,18.31731711
Main,F4,male,NSD,2.51,9.436978679,14.78245561,20.34515306
Main,F4,male,NSD,2.33,6.542573519,11.52575808,13.70728877
Main,F4,male,NSD,2.55,6.758739955,9.199909106,22.43330147
Main,F4,male,NSD,2.53,6.941362206,11.06669892,19.15618824
Main,F4,male,NSD,2.55,9.266157396,12.82766725,11.84772167
Main,F4,male,NSD,2.57,7.97942309,15.17843813,20.95193357
Main,F4,male,NSD,2.47,8.128631981,11.99522527,19.29975835
