Study,Generation,Treatment,Sex,Sugar.Weight,Glucose,Trehalose,Glycogen
Main,F3,HSD,male,2.41,5.785216843,9.118997041,15.22997342
Main,F3,HSD,male,2.34,9.916582309,6.076692045,16.50479759
Main,F3,HSD,male,2.42,7.811757058,10.32768864,26.12946624
Main,F3,HSD,male,2.55,6.196360176,9.730331814,19.42055955
Main,F3,HSD,male,2.45,6.07600242,8.441511067,15.44083444
Main,F3,HSD,male,2.42,7.575919543,9.272040407,21.9265683
Main,F3,HSD,male,2.55,7.296854138,9.077584729,19.40905784
Main,F3,HSD,male,2.48,8.537165743,12.73657255,22.79811353
Main,F3,HSD,male,2.44,6.4863556,9.351568185,22.02536256
Main,F3,HSD,male,2.44,9.724636735,11.62065331,15.35298657
Main,F3,HSD,male,2.55,7.335339612,4.882329377,17.17020179
Main,F3,HSD,male,2.37,6.932127556,8.330561393,18.7205715
Main,F3,HSD,female,3.77,11.44176864,15.19626724,25.09398536
Main,F3,HSD,female,3.4,10.29796202,10.37413778,24.60748822
Main,F3,HSD,female,3.47,11.05050381,11.93913987,46.12858511
Main,F3,HSD,female,3.47,9.494473246,16.21908466,23.45061979
Main,F3,HSD,female,3.55,9.402049836,1.707702415,17.42326926
Main,F3,HSD,female,3.4,8.382276631,17.47476749,19.60218192
Main,F3,HSD,female,3.44,7.641924902,6.350975175,16.79014059
Main,F3,HSD,female,3.13,6.00289558,5.845487647,9.003691643
Main,F3,HSD,female,3.29,5.644705919,7.471842762,17.46023549
Main,F3,HSD,female,3.61,11.10421884,14.94563038,21.71428363
Main,F3,HSD,female,3.53,9.212914488,15.18789543,28.32932615
Main,F3,HSD,female,3.77,11.48068809,13.59159881,22.58617421
Main,F3,HSD,female,3.55,10.37885621,10.46650655,19.81531939
Main,F3,HSD,female,3.42,7.709847223,8.584680713,13.63080849
Main,F3,HSD,female,3.34,9.039350531,14.96925032,23.50935193
Main,F3,HSD,female,3.21,4.790204335,10.2056034,27.97541704
Main,F3,HSD,female,3.61,11.17953712,16.71488209,19.67908629
Main,F3,HSD,female,3.44,8.381070229,18.55544448,16.37780061
Main,F3,HSD,female,3.65,10.26820598,14.65407669,23.113578
Main,F3,HSD,female,3.92,8.225886841,9.509656485,16.01772528
Main,F3,HSD,female,3.61,9.732769161,13.74988883,27.89088326
Main,F3,HSD,female,3.35,4.136212803,6.276340345,10.30357333
Main,F3,HSD,female,3.37,9.759372906,13.01741847,19.49136888
Main,F3,HSD,female,3.38,5.519278607,4.117932442,13.9470388
Main,F3,HSD,female,3.72,11.92348008,10.45943362,32.09208646
Main,F3,HSD,female,3.58,7.617778942,3.440899179,24.49816379
Main,F3,HSD,female,3.65,9.358951116,9.204137843,21.6856844
Main,F3,HSD,female,3.7,6.963136751,10.8514846,16.92428007
Main,F3,HSD,female,3.71,11.07815668,11.89627835,31.66637267
Main,F3,HSD,female,3.63,8.887488629,16.70146444,22.99402552
Main,F3,HSD,female,3.35,7.935384858,6.390632527,16.78359486
Main,F3,HSD,female,3.62,10.77280312,4.588656058,28.88834549
Main,F3,HSD,female,3.59,3.529143898,7.662217999,17.66424214
Main,F3,CD,male,2.64,6.976159377,9.993748237,29.48181365
Main,F3,CD,male,2.41,10.88339088,4.852342806,24.7292111
Main,F3,CD,male,2.53,6.292030611,16.69387646,27.23132781
Main,F3,CD,male,2.57,5.858154347,5.814813089,14.89325612
Main,F3,CD,male,2.46,7.129698032,5.973804374,21.33420892
Main,F3,CD,male,2.51,7.126903608,10.91264733,17.41575631
Main,F3,CD,male,2.57,12.35243833,2.569556297,17.90798142
Main,F3,CD,male,2.46,6.303464475,6.680984992,20.02837869
Main,F3,CD,male,2.5,7.049587807,6.965409329,19.57050166
Main,F3,CD,male,2.54,5.883139792,7.381885362,21.88876711
Main,F3,CD,male,2.49,6.167295182,7.063219996,22.02720649
Main,F3,CD,male,2.45,11.4598568,6.193139191,14.20930516
Main,F3,CD,male,2.52,7.475933061,10.59562682,19.39359961
Main,F3,CD,male,2.41,8.372725987,10.99135317,9.57567303
Main,F3,CD,male,2.44,6.77042501,8.081260996,10.5587274
Main,F3,CD,male,2.57,10.83366073,8.434949164,9.616342227
Main,F3,CD,male,2.37,6.826983642,9.84079098,13.43052513
Main,F3,CD,male,2.42,8.677408729,5.184547497,8.119558419
Main,F3,CD,male,2.41,5.744452641,8.869220648,11.91876192
Main,F3,CD,male,2.51,6.910877747,10.35284779,13.38591335
Main,F3,CD,male,2.58,7.771442825,11.21033331,15.79864538
Main,F3,CD,male,2.5,6.436190121,7.328913196,15.00596218
Main,F3,CD,male,2.37,9.836874946,1.448236176,9.59404632
Main,F3,CD,male,2.49,7.89060977,1.456826124,9.284196305
Main,F3,CD,male,2.45,6.410037821,3.197214516,15.44724536
Main,F3,CD,male,2.51,6.610921254,10.79337554,19.51553714
Main,F3,CD,male,2.39,6.113312122,6.413092003,19.64465224
Main,F3,CD,male,2.34,6.166062801,4.945871532,7.783656071
Main,F3,CD,male,2.52,8.539286961,8.506953273,17.78009535
Main,F3,CD,male,2.51,5.128784003,5.165921803,14.03428005
Main,F3,CD,male,2.51,7.832513316,7.061999643,14.67517964
Main,F3,CD,male,2.55,5.359107689,5.373047501,11.61442518
Main,F3,CD,male,2.53,6.996867279,4.520623975,22.64672355
Main,F3,CD,female,3.59,9.883169502,12.45501557,21.1431862
Main,F3,CD,female,3.66,11.68628596,11.82808452,21.87840177
Main,F3,CD,female,3.27,10.27324248,13.15063425,11.52457331
Main,F3,CD,female,3.39,11.53467699,16.2651391,20.79413407
Main,F3,CD,female,3.53,9.602475286,17.108552,23.41118953
Main,F3,CD,female,3.72,5.554038407,10.99366984,17.99019421
Main,F3,CD,female,3.55,12.06862136,9.650639758,14.04164079
Main,F3,CD,female,3.4,8.058870542,10.5619276,21.145282
Main,F3,CD,female,3.23,7.50284962,11.79078397,21.8280018
Main,F3,CD,female,3.82,7.964582233,13.32579765,20.821725
Main,F3,CD,female,3.68,9.514109153,12.05717307,14.92515237
Main,F3,CD,female,3.34,10.62261777,10.24003106,14.98036937
Main,F3,CD,female,3.56,9.313984296,10.94669175,13.70490248
Main,F3,CD,female,3.51,10.1080036,14.4184966,18.46537109
Main,F3,CD,female,3.43,7.889655767,15.74201601,26.12351869
Main,F3,CD,female,3.46,13.27684162,7.946097745,11.91259981
Main,F3,CD,female,3.58,8.684920015,12.28476973,16.78457851
Main,F3,CD,female,3.25,11.73079804,16.27558087,23.3534959
Main,F3,CD,female,3.54,10.73141417,19.24302624,15.49684129
Main,F3,CD,female,3.34,10.14344588,13.46501063,16.66408999
Main,F3,CD,female,3.32,6.049020301,8.920960544,15.99871175
Main,F3,CD,female,3.37,9.063839303,14.2517296,22.14675326
Main,F3,CD,female,3.31,7.547244988,20.51906878,26.45605973
Main,F3,CD,female,3.55,11.21769651,17.43001532,18.58871883
Main,F3,CD,female,3.36,14.80800654,10.2696145,21.145254
Main,F3,CD,female,3.58,10.35718781,14.46862959,37.58795086
Main,F3,CD,female,3.58,10.38441352,16.23381238,40.20477365
Main,F3,CD,female,3.48,10.24157082,8.913762318,33.37674719
Main,F3,CD,female,3.45,11.53857302,10.5053331,26.38749234
Main,F3,CD,female,3.59,12.66772599,20.21605152,43.29681298
Main,F3,CD,female,3.32,8.02293771,12.44559208,21.72820142
Main,F3,CD,female,3.49,8.466683161,13.94919271,18.10058921
Main,F3,CD,female,3.53,9.374388257,20.59329689,41.74534878
Main,F4,NSD,male,2.39,6.443768129,12.89927965,19.6733809
Main,F4,NSD,male,2.56,6.2554872,11.65238286,17.28125619
Main,F4,NSD,male,2.54,7.886132229,11.52564066,18.34281609
Main,F4,NSD,male,2.57,7.517241874,11.4603034,17.31053425
Main,F4,NSD,male,2.44,6.831309901,13.09327672,22.12358853
Main,F4,NSD,male,2.46,6.738406373,9.540123423,16.01321415
Main,F4,NSD,male,2.52,7.739452869,11.44990642,20.740627
Main,F4,NSD,male,2.64,9.622014278,15.19894273,24.16550792
Main,F4,NSD,male,2.5,5.017217517,9.362259409,14.4311831
Main,F4,NSD,male,2.41,8.995820017,15.76970297,11.32999975
Main,F4,NSD,male,2.5,6.780323892,7.471242494,12.07277634
Main,F4,NSD,male,2.58,8.467960481,12.94054581,22.6432888
Main,F4,NSD,male,2.37,8.679972698,12.26973403,21.94424952
Main,F4,NSD,male,2.36,7.224494848,11.30974752,18.65369925
Main,F4,NSD,male,2.48,7.057466685,9.811951124,15.79771465
Main,F4,NSD,male,2.43,10.55448694,7.997192782,12.4155564
Main,F4,NSD,male,2.41,8.470370683,11.57470278,20.19932018
Main,F4,NSD,male,2.5,8.695654695,12.78044679,19.57631503
Main,F4,NSD,male,2.48,8.504394129,10.37064512,22.5041073
Main,F4,NSD,male,2.63,6.434367439,15.34123927,23.73221733
Main,F4,NSD,male,2.57,7.592835933,7.217157999,15.04434494
Main,F4,NSD,male,2.54,7.88818795,12.43988407,13.93371228
Main,F4,NSD,male,2.69,8.324693052,8.886528099,16.64356182
Main,F4,NSD,male,2.51,7.818578457,5.197910555,23.58690392
Main,F4,NSD,male,2.51,9.081783583,11.88758988,20.30921978
Main,F4,NSD,male,2.55,6.723508036,12.90976267,24.41090893
Main,F4,NSD,male,2.47,7.800308832,10.14538484,23.34571422
Main,F4,NSD,male,2.42,6.396714455,8.176763915,21.51377152
Main,F4,NSD,male,2.45,8.900558195,12.58636164,23.53774509
Main,F4,NSD,male,2.51,9.726452364,13.92113299,25.52731998
Main,F4,NSD,male,2.33,6.832047203,10.80915572,19.01469842
Main,F4,NSD,male,2.55,7.048213639,8.472498424,27.57606936
Main,F4,NSD,male,2.53,7.23083589,10.33015713,24.36078846
Main,F4,NSD,male,2.55,9.55563108,11.97488569,17.19021748
Main,F4,NSD,male,2.57,8.268896774,14.38999329,26.12265181
Main,F4,NSD,male,2.47,8.418105665,11.19931998,24.50164971
Main,F4,NSD,male,2.37,6.802007459,10.23580669,16.55263277
Main,F4,NSD,male,2.41,8.144103435,11.73719318,22.52358845
Main,F4,NSD,male,2.47,9.643573606,12.0131547,21.94052237
Main,F4,NSD,male,2.56,10.32946386,12.26985544,22.98092699
Main,F4,NSD,male,2.58,6.444129505,6.610072195,19.30565916
Main,F4,NSD,male,2.38,5.287341454,8.833137664,17.6812333
Main,F4,NSD,male,2.47,6.877062743,8.810850571,26.84054348
Main,F4,NSD,male,2.5,9.627112969,6.718446434,16.25720133
Main,F4,NSD,female,3.73,11.71990126,17.4600755,33.12493962
Main,F4,NSD,female,3.46,8.166486623,16.35608931,33.39163721
Main,F4,NSD,female,3.67,12.45313451,16.89214978,38.4867816
Main,F4,NSD,female,3.3,11.80977196,14.62211186,16.12800711
Main,F4,NSD,female,3.73,9.115026671,18.74904881,29.47609895
Main,F4,NSD,female,3.54,10.976041,16.41616514,28.07364532
Main,F4,NSD,female,3.75,11.79977768,13.45700534,33.71106336
Main,F4,NSD,female,3.47,9.178214658,12.93475033,25.09249265
Main,F4,NSD,female,3.54,6.975176133,16.12504624,39.72569981
Main,F4,NSD,female,3.65,10.74654289,21.20022692,41.47084631
Main,F4,NSD,female,3.42,9.705548965,18.10108348,22.68906934
Main,F4,NSD,female,3.57,9.788358248,12.78010398,24.24021321
Main,F4,NSD,female,3.79,11.86361415,15.33075793,46.51902171
Main,F4,NSD,female,3.59,10.14475954,17.03778841,34.46369533
Main,F4,NSD,female,3.4,4.909815992,5.20626445,15.60526107
Main,F4,NSD,female,3.73,12.28593273,16.30567314,25.92026719
Main,F4,NSD,female,3.53,11.20901196,22.37150291,28.5813082
Main,F4,NSD,female,3.4,8.810223032,14.87472582,22.8872987
Main,F4,NSD,female,3.44,9.819327025,17.90929922,15.40814375
Main,F4,NSD,female,3.48,11.31795247,18.01518014,25.80002047
Main,F4,NSD,female,3.63,10.15218301,17.08916552,27.07776548
Main,F4,NSD,female,3.75,10.91963805,18.13790051,30.20858577
Main,F4,NSD,female,3.59,10.87004728,14.38755812,14.40615032
Main,F4,NSD,female,3.51,9.208683894,9.82104702,5.268871697
Main,F4,NSD,female,3.67,13.72778421,13.93342689,21.44596578
Main,F4,NSD,female,3.77,11.2304158,14.54064079,11.79354918
Main,F4,NSD,female,3.6,10.98925448,10.50479966,10.98119776
Main,F4,NSD,female,3.56,12.73620406,11.90210051,17.8647173
Main,F4,NSD,female,3.7,14.41961879,10.80069094,15.25797536
Main,F4,NSD,female,3.75,13.40022057,14.12434319,13.61105332
Main,F4,NSD,female,3.29,7.582913258,7.370865176,6.522112724
Main,F4,NSD,female,3.75,8.362475968,13.18552389,21.42333445
Main,F4,NSD,female,3.82,12.36322462,17.47288997,18.50480354
Main,F4,NSD,female,3.71,14.59644647,19.16129334,25.04718888
Main,F4,NSD,female,3.41,11.06918248,15.18151825,20.89958476
Main,F4,NSD,female,3.79,12.04860484,14.2156866,10.14881036
Main,F4,NSD,female,3.22,9.147205533,8.327579372,14.19931223
Main,F4,NSD,female,3.61,11.31700161,13.63239539,21.71949657
Main,F4,NSD,female,3.47,12.52557048,10.8243665,6.86504573
Main,F4,NSD,female,3.54,11.53903269,12.55051845,13.19281305
Main,F4,NSD,female,3.65,9.287023971,11.26440446,15.24322441
Main,F4,NSD,female,3.64,15.1578739,11.92670674,15.22585954
Main,F4,NSD,female,3.59,12.74424182,12.52373435,15.86753242
Main,F4,NSD,female,3.66,10.07043673,16.44529878,26.75019904
Main,F4,LSD,male,2.44,8.349435179,11.58795123,13.26706651
Main,F4,LSD,male,2.58,5.879078423,11.22986631,13.35872895
Main,F4,LSD,male,2.68,5.850195544,8.264084793,20.02456588
Main,F4,LSD,male,2.52,6.278639479,11.17698378,15.78131719
Main,F4,LSD,male,2.43,5.280667793,9.653986572,17.08541973
Main,F4,LSD,male,2.45,6.490237502,19.09615324,14.4508372
Main,F4,LSD,male,2.72,7.679242497,10.42188144,17.91355403
Main,F4,LSD,male,2.64,5.825705102,11.04281151,11.6214648
Main,F4,LSD,male,2.68,7.439222437,17.75169199,10.39336117
Main,F4,LSD,male,2.52,8.004342211,13.22529178,19.01903875
Main,F4,LSD,male,2.51,7.401107974,13.1565423,15.70292811
Main,F4,LSD,male,2.56,8.789517036,14.0889006,17.33406965
Main,F4,LSD,male,2.57,9.650670449,12.84621627,20.30136352
Main,F4,LSD,male,2.46,7.375550727,12.11635034,16.70013995
Main,F4,LSD,male,2.57,8.051306632,15.4411586,17.02880373
Main,F4,LSD,male,2.55,7.021662295,12.45317225,13.50489272
Main,F4,LSD,male,2.45,7.592876943,14.36498149,17.76801285
Main,F4,LSD,male,2.56,6.899358811,9.370054632,13.0861231
Main,F4,LSD,male,2.56,7.164409441,14.95191447,19.05930222
Main,F4,LSD,male,2.76,7.716062414,11.83708919,18.93421434
Main,F4,LSD,male,2.66,6.29034967,10.72792004,14.41774668
Main,F4,LSD,male,2.42,7.982803861,12.37870997,13.29041147
Main,F4,LSD,male,2.56,9.115400475,10.95310386,14.85796002
Main,F4,LSD,male,2.49,7.268298789,8.277300254,23.42638295
Main,F4,LSD,male,2.53,8.964439302,4.934637372,16.75484335
Main,F4,LSD,male,2.62,6.060488261,13.49898079,21.51036573
Main,F4,LSD,male,2.42,7.07490054,6.205265057,19.37395887
Main,F4,LSD,male,2.51,8.109945243,11.56262358,19.99051322
Main,F4,LSD,male,2.55,8.765577469,12.43436755,21.79458748
Main,F4,LSD,male,2.46,4.23634053,8.926351131,16.72669869
Main,F4,LSD,male,2.48,10.25436417,11.58929438,19.8452045
Main,F4,LSD,male,2.64,8.9330822,8.380651929,29.95517821
Main,F4,LSD,male,2.45,6.865717195,10.07692458,24.48737257
Main,F4,LSD,male,2.58,9.800589077,10.92843789,25.52157116
Main,F4,LSD,male,2.63,7.523750278,8.44033054,16.29700931
Main,F4,LSD,male,2.49,9.6406751,9.687177424,26.33837893
Main,F4,LSD,male,2.55,9.077159177,13.07478619,15.5968116
Main,F4,LSD,male,2.54,5.728876785,8.08928852,16.02997814
Main,F4,LSD,male,2.65,9.068872584,11.6655966,20.22562438
Main,F4,LSD,male,2.49,6.798232636,9.479642229,21.48284617
Main,F4,LSD,male,2.51,6.946917324,5.570063291,21.42823808
Main,F4,LSD,male,2.57,8.098849838,12.61209192,26.4851696
Main,F4,LSD,male,2.45,5.534692261,5.942098736,15.13016704
Main,F4,LSD,male,NA,0,0,0
Main,F4,LSD,female,3.61,9.127763825,10.21290392,7.997286558
Main,F4,LSD,female,3.5,8.353020926,11.70104995,19.67304526
Main,F4,LSD,female,3.56,6.886385056,18.12646405,28.89979468
Main,F4,LSD,female,3.59,7.088482519,12.16332219,20.30452105
Main,F4,LSD,female,3.67,8.034018302,15.82431421,27.31146245
Main,F4,LSD,female,3.3,8.929332532,12.31590755,13.4701824
Main,F4,LSD,female,3.49,9.870889202,16.6075435,20.30598835
Main,F4,LSD,female,3.75,9.480628022,14.29256896,39.60568549
Main,F4,LSD,female,3.4,9.028360488,14.01546345,17.94479665
Main,F4,LSD,female,3.75,7.067790924,16.762915,31.61996493
Main,F4,LSD,female,3.63,10.56299575,15.50521242,24.17500306
Main,F4,LSD,female,3.23,8.010948848,16.50413826,11.63142841
Main,F4,LSD,female,3.67,10.39880472,14.20274035,24.77243702
Main,F4,LSD,female,3.51,9.861803312,12.8610247,18.49144683
Main,F4,LSD,female,3.64,7.95870738,14.19783135,22.52633888
Main,F4,LSD,female,3.72,10.7877251,13.74880556,31.68492325
Main,F4,LSD,female,3.67,9.633041042,15.5621416,22.60614665
Main,F4,LSD,female,3.62,11.6988201,19.71540664,45.13319503
Main,F4,LSD,female,3.71,10.26847341,14.67620062,23.6331512
Main,F4,LSD,female,3.42,9.722450916,13.73007225,27.08027383
Main,F4,LSD,female,3.25,6.943846225,13.16523747,15.34242908
Main,F4,LSD,female,3.44,11.06186227,10.50493722,9.526236348
Main,F4,LSD,female,3.56,12.74859523,16.92374841,22.94306404
Main,F4,LSD,female,3.7,12.32801366,10.689423,20.81384838
Main,F4,LSD,female,3.7,11.76654235,13.72240562,22.62945165
Main,F4,LSD,female,3.34,8.989137589,10.56694315,17.53772919
Main,F4,LSD,female,3.78,9.758296992,14.13248686,24.31089726
Main,F4,LSD,female,3.54,12.51311917,10.66903361,17.85387187
Main,F4,LSD,female,3.6,13.61174014,17.04586796,27.39895591
Main,F4,LSD,female,3.66,11.34101426,8.686518113,10.5513943
Main,F4,LSD,female,3.7,13.43015877,15.35937794,27.0104667
Main,F4,LSD,female,3.46,10.72264016,10.59988048,15.45441193
Main,F4,LSD,female,3.52,13.3165464,13.57958234,18.88343797
Main,F4,LSD,female,3.59,14.78661573,14.55359469,20.11754666
Main,F4,LSD,female,3.65,11.55086939,13.19136798,19.79943749
Main,F4,LSD,female,3.46,11.08669289,8.981053329,8.926764172
Main,F4,LSD,female,3.47,13.83813547,16.81579395,24.30784957
Main,F4,LSD,female,3.7,12.32787123,10.79232553,18.28818974
Main,F4,LSD,female,3.64,12.44066795,10.91335756,11.23764383
Main,F4,LSD,female,3.43,11.90079083,10.54107478,11.55010606
Main,F4,LSD,female,3.76,11.09123433,15.58241951,30.66532189
Main,F4,LSD,female,3.65,16.74635794,20.10657958,25.63901884
Main,F4,LSD,female,3.69,11.96774196,11.82604309,13.11219096
Main,F4,LSD,female,3.52,13.76768358,13.17883094,17.70946699
Main,F4,HSD,male,2.51,4.852202411,14.37585777,12.08296332
Main,F4,HSD,male,2.58,6.314506327,11.85681171,20.53142454
Main,F4,HSD,male,2.62,6.376626046,11.86580913,14.74585957
Main,F4,HSD,male,2.58,6.558894179,8.515758156,15.45072729
Main,F4,HSD,male,2.51,6.340570028,7.642596633,13.00629616
Main,F4,HSD,male,2.5,6.914735372,13.79162325,18.72514124
Main,F4,HSD,male,2.51,4.727157312,7.612397068,9.993757662
Main,F4,HSD,male,2.56,5.294809136,11.15503098,11.96704081
Main,F4,HSD,male,2.48,5.098734937,10.04155985,11.83464663
Main,F4,HSD,male,2.48,7.918937899,10.03694656,11.70282477
Main,F4,HSD,male,2.57,6.693965096,14.14000986,18.79873005
Main,F4,HSD,male,2.31,4.695561924,10.96235623,15.86372866
Main,F4,HSD,male,2.43,7.26420853,15.17093332,19.20439949
Main,F4,HSD,male,2.51,6.450602647,13.66543183,17.89405409
Main,F4,HSD,male,2.42,6.668400047,10.3596932,13.31715994
Main,F4,HSD,male,2.61,5.569154602,13.61339484,19.85879683
Main,F4,HSD,male,2.61,7.493127652,13.77555301,18.39677728
Main,F4,HSD,male,2.54,8.648604787,14.51668148,19.90858299
Main,F4,HSD,male,2.46,4.685788125,11.46039156,15.00872249
Main,F4,HSD,male,2.57,5.528590871,10.17333544,15.51491882
Main,F4,HSD,male,2.65,6.51381989,11.37672561,17.25132011
Main,F4,HSD,male,2.44,7.415049353,11.00406773,15.16098901
Main,F4,HSD,male,2.57,5.536284855,8.280540192,16.05976527
Main,F4,HSD,male,2.57,8.251074301,9.824922384,29.74843009
Main,F4,HSD,male,2.41,6.822984357,10.58520017,19.40349795
Main,F4,HSD,male,2.51,4.862933069,11.14027167,21.0421257
Main,F4,HSD,male,2.5,4.331018488,9.13720268,16.85232353
Main,F4,HSD,male,2.48,6.536167438,10.88460922,20.39912605
Main,F4,HSD,male,2.52,5.272228353,7.757021305,22.22796394
Main,F4,HSD,male,2.48,4.291760296,10.16331865,26.54975669
Main,F4,HSD,male,2.48,6.567314033,7.391145342,23.84408109
Main,F4,HSD,male,2.41,5.610957456,10.62432787,17.61107399
Main,F4,HSD,male,2.4,7.249410656,9.176464453,20.35779626
Main,F4,HSD,male,2.28,5.785940905,7.34524004,18.52499296
Main,F4,HSD,male,2.58,6.439332915,10.76142385,24.31696362
Main,F4,HSD,male,2.59,7.671387727,11.32545929,22.20407984
Main,F4,HSD,male,2.44,6.492631548,8.057633853,19.03698949
Main,F4,HSD,male,2.59,6.130318548,8.911624715,16.08863787
Main,F4,HSD,male,2.41,7.318525963,7.392073782,16.6641301
Main,F4,HSD,male,2.5,7.953752448,12.70017436,19.85738204
Main,F4,HSD,male,2.46,6.780824132,10.51114228,18.97694129
Main,F4,HSD,male,2.58,5.913276417,10.85908869,16.66056719
Main,F4,HSD,male,NA,0,0,0
Main,F4,HSD,male,NA,0,0,0
Main,F4,HSD,female,3.72,7.228944905,6.623612429,8.92192592
Main,F4,HSD,female,3.49,7.943339376,10.30929762,8.322780981
Main,F4,HSD,female,3.25,6.163140788,6.026434235,5.939013066
Main,F4,HSD,female,3.41,8.370315513,12.33287488,22.41718123
Main,F4,HSD,female,3.42,3.38944682,4.989647366,7.700571166
Main,F4,HSD,female,3.63,8.421592623,13.53406117,15.52487495
Main,F4,HSD,female,3.42,5.28236258,10.86304775,15.33673658
Main,F4,HSD,female,3.27,4.234294174,6.951186666,10.66216782
Main,F4,HSD,female,3.49,6.170405083,15.65466714,15.58645844
Main,F4,HSD,female,3.47,6.72812181,12.41604434,18.74464316
Main,F4,HSD,female,3.64,9.213260624,13.53398469,22.24371649
Main,F4,HSD,female,3.27,6.77860109,15.94995967,17.68882497
Main,F4,HSD,female,3.69,9.133923769,13.73258264,24.88735198
Main,F4,HSD,female,3.44,8.899493741,16.22444766,25.50599752
Main,F4,HSD,female,3.27,7.731574633,17.57976902,8.234491745
Main,F4,HSD,female,3.58,5.861093933,8.84603586,14.79384961
Main,F4,HSD,female,3.55,10.65286791,12.75220987,15.80753618
Main,F4,HSD,female,3.54,8.39657281,7.809051721,11.34730683
Main,F4,HSD,female,3.67,8.326948983,15.08048789,30.28642549
Main,F4,HSD,female,3.36,4.620259142,9.920027379,11.23602004
Main,F4,HSD,female,3.31,6.012943196,14.52327267,16.34107576
Main,F4,HSD,female,3.36,8.755291197,14.9200078,28.70413882
Main,F4,HSD,female,3.52,8.608232442,10.01916981,17.70618687
Main,F4,HSD,female,3.39,7.806175235,8.589984055,10.86731279
Main,F4,HSD,female,3.39,10.21191892,15.9870129,25.21318825
Main,F4,HSD,female,3.35,7.366417051,10.00404543,13.394476
Main,F4,HSD,female,3.14,3.801023407,8.671181714,8.807518101
Main,F4,HSD,female,3.41,12.06317675,12.21660326,12.30606957
Main,F4,HSD,female,3.36,9.011864539,9.317489603,13.58744678
Main,F4,HSD,female,3.55,7.056063743,14.14581956,21.55465057
Main,F4,HSD,female,3.41,10.46612818,10.62534421,7.230114437
Main,F4,HSD,female,3.59,6.891930079,11.25995345,16.72660703
Main,F4,HSD,female,3.5,8.416975477,13.20823924,19.67806377
Main,F4,HSD,female,3.23,7.172416618,9.174039329,23.10904935
Main,F4,HSD,female,3.59,9.331557452,11.66490448,14.25190798
Main,F4,HSD,female,3.57,11.93881654,14.89451759,19.93754347
Main,F4,HSD,female,3.4,10.81445302,12.99886577,21.02681657
Main,F4,HSD,female,3.49,8.150267575,11.44127161,21.68610052
Main,F4,HSD,female,3.52,9.328066826,6.424673934,7.101458676
Main,F4,HSD,female,3.4,11.4608387,14.02293143,22.14330421
Main,F4,HSD,female,3.4,7.921169751,12.26401097,11.07506175
Main,F4,HSD,female,3.65,8.932685584,10.90765819,16.83866691
Main,F4,HSD,female,3.49,10.92757507,13.6562787,19.86135238
Main,F4,HSD,female,3.41,7.050877798,7.592712248,5.816493348
Main,F4,CD,male,2.56,7.696111625,18.41900092,21.87989771
Main,F4,CD,male,2.25,3.791578007,5.843077418,10.13484988
Main,F4,CD,male,2.52,6.826000438,9.736030131,22.47444675
Main,F4,CD,male,2.56,7.248235034,9.907789473,17.45018296
Main,F4,CD,male,2.33,6.375776464,12.20819762,19.92474859
Main,F4,CD,male,2.34,6.194178629,10.36965974,14.17018218
Main,F4,CD,male,2.41,6.184208694,10.87271522,13.03764911
Main,F4,CD,male,2.6,10.21366935,11.19373013,13.90585467
Main,F4,CD,male,2.47,8.875718988,13.93691798,16.27756672
Main,F4,CD,male,2.56,5.10291948,11.54354643,23.14897689
Main,F4,CD,male,2.49,5.982430242,10.79699547,20.46347852
Main,F4,CD,male,2.45,6.719961068,12.5046844,13.35529848
Main,F4,CD,male,2.47,8.535689723,9.14932222,17.55411351
Main,F4,CD,male,2.45,7.919116131,11.62864638,21.25292552
Main,F4,CD,male,2.47,7.357767213,13.60996647,16.08631211
Main,F4,CD,male,2.57,8.380636915,9.989322919,18.515109
Main,F4,CD,male,2.4,6.791340651,9.272487308,13.21995051
Main,F4,CD,male,2.5,4.247408863,11.14993645,18.40427228
Main,F4,CD,male,2.48,6.043749163,8.546547386,16.85998466
Main,F4,CD,male,2.57,7.146074617,11.4827952,24.19135164
Main,F4,CD,male,2.42,6.197645317,11.81445116,15.35601192
Main,F4,CD,male,2.55,6.573469614,13.91921768,20.03682204
Main,F4,CD,male,2.57,7.727517537,12.52212974,22.83590485
Main,F4,CD,male,2.5,6.692753983,12.19640977,26.9233713
Main,F4,CD,male,2.49,7.115204539,10.21131508,31.24390702
Main,F4,CD,male,2.34,6.864456368,6.960803164,16.42259162
Main,F4,CD,male,2.55,6.824550558,12.50102005,18.90305374
Main,F4,CD,male,2.55,7.299318548,10.28446653,32.37274416
Main,F4,CD,male,2.55,9.000169123,12.94361028,35.9467083
Main,F4,CD,male,2.47,8.716461258,11.27641996,26.08915348
Main,F4,CD,male,2.54,9.275784557,13.57336223,26.06730993
Main,F4,CD,male,2.43,6.707240206,12.75852089,31.84294851
Main,F4,CD,male,2.47,7.455263267,12.5704316,30.61753717
Main,F4,CD,male,2.7,8.368700358,11.26720151,18.05441665
Main,F4,CD,male,2.6,6.034776593,8.120288895,21.62041903
Main,F4,CD,male,2.36,8.973627828,6.859118774,15.50246325
Main,F4,CD,male,2.64,8.882883981,11.79607678,26.61383117
Main,F4,CD,male,2.42,7.790605712,8.043814751,20.10630492
Main,F4,CD,male,2.49,5.956260413,9.352123205,20.80554084
Main,F4,CD,male,2.47,6.041272417,9.04650129,20.7915818
