Study,Generation,Treatment,Sex,Sugar.Weight,Glucose,Trehalose,Glycogen
Pilot,F5,NSD,female,3.44,11.54996857,26.18147104,70.42752559
Pilot,F5,NSD,female,3.6,10.56492941,17.03259576,41.07998717
Pilot,F5,NSD,female,3.95,11.11020956,31.18357053,51.6762789
Pilot,F5,NSD,female,3.67,9.292514256,15.02396463,27.45294356
Pilot,F5,LSD,female,4.05,13.47226257,17.79244605,64.52033568
Pilot,F5,LSD,female,3.81,8.194484797,12.19520008,16.33808672
Pilot,F5,LSD,female,3.78,9.77781813,16.10790957,30.73400587
Pilot,F5,LSD,female,4.05,10.16670702,14.84250304,29.8682272
Pilot,F5,LSD,female,3.96,11.25004035,24.45897667,24.55266096
Pilot,F5,LSD,female,3.63,9.083373686,17.71347595,36.25729545
Pilot,F5,LSD,female,3.93,14.33337369,19.64863284,23.84303828
Pilot,F5,LSD,female,3.87,11.36115146,14.49601945,22.46701273
Pilot,F5,LSD,female,3.89,13.80559591,24.36101334,32.86655085
Pilot,F5,LSD,female,3.92,13.75004035,20.56322243,50.83861054
Pilot,F5,LSD,female,4.07,13.05559591,17.87315079,35.88275407
Pilot,F5,LSD,female,3.98,14.6944848,21.64987447,45.02458188
Pilot,F5,CD,female,3.87,11.44862963,17.30532489,52.30916281
Pilot,F5,CD,female,3.51,6.88919165,14.51160502,31.20979881
Pilot,F5,CD,female,3.32,12.36308371,18.75422339,23.5579456
Pilot,F5,CD,female,3.44,11.95290294,20.70916596,42.72206684
Pilot,F5,CD,female,3.48,9.483525824,20.9308952,28.87835202
Pilot,F5,CD,female,3.48,14.25590635,32.09057523,33.18119883
Pilot,F5,CD,female,3.59,12.89264301,33.86780168,17.79693171
Pilot,F5,CD,female,3.66,12.76613677,17.99622253,25.92626725
Pilot,F5,CD,female,3.69,17.00828706,31.52776104,52.58306231
Pilot,F5,CD,female,3.77,14.38548467,47.35148465,46.34990535
Pilot,F5,CD,female,3.91,13.05632294,20.90139526,24.31691194
Pilot,F5,CD,female,3.43,14.02033976,21.0554439,15.91105806
Pilot,F5,HSD,female,3.85,12.37202132,NA,51.38577111
Pilot,F5,HSD,female,3.71,11.16855701,NA,39.75983443
Pilot,F5,HSD,female,3.64,12.72205932,NA,23.19896999
Pilot,F5,HSD,female,3.77,12.43896119,NA,42.23600859
Pilot,F5,HSD,female,3.76,13.68633951,NA,24.67553833
Pilot,F5,HSD,female,3.66,9.870730202,NA,37.56637498
Pilot,F5,HSD,female,3.48,15.09964894,NA,15.58992578
Pilot,F5,HSD,female,3.65,9.765687135,NA,28.92671689
Pilot,F5,HSD,female,3.7,14.6371043,21.53298762,54.95424508
Pilot,F5,HSD,female,3.77,15.99545404,31.99695404,44.73993599
Pilot,F5,HSD,female,3.72,14.3580191,24.20191526,23.01521578
Pilot,F5,HSD,female,3.67,13.50263575,20.08009868,16.42876207
