Generation,Treatment,Sex,SampleNo,Sugar.Weight,Glucose,Trehalose,Glycogen,Fat.Weight,TAG,DAG,Fit.Weight,Fitness
F2,LSD,female,27,3.59,4.7662,15.7513,17.0283,3.53,69.80614505,91.74660972,0.93,78
F2,LSD,female,28,3.5,3.1697,16.8875,22.0034,3.63,53.20568621,210.7093064,1.43,145
F2,LSD,female,29,3.42,7.7627,26.6475,27.7176,3.59,80.44122422,46.46897817,1.25,131
F2,LSD,female,30,3.47,9.0428,29.5073,29.0726,3.15,42.05059081,58.21805118,1.03,190
F2,LSD,female,31,3.49,9.219,29.4801,34.3002,3.31,103.6949764,43.85184798,NA,NA
F2,LSD,female,32,3.13,10.006,33.8419,37.8568,3.64,82.24509506,49.25509071,NA,NA
F2,LSD,female,33,3.22,12.9201,33.8251,41.7495,3.88,79.61980049,102.9721589,NA,NA
F2,HSD,male,1,2.56,7.1582,14.7532,15.1116,2.46,30.87769399,13.67205078,NA,NA
F2,HSD,male,2,2.49,7.8973,12.029,11.5314,2.49,53.57723669,25.23047837,NA,NA
F2,HSD,male,3,2.45,7.1462,19.433,14.1562,2.65,34.47971562,35.99792485,NA,NA
F2,HSD,male,4,2.46,7.0296,12.8188,12.7103,2.49,41.41358337,30.27294951,NA,NA
F2,HSD,male,5,2.45,5.3486,11.7434,4.7998,2.64,55.19071339,36.44563095,NA,NA
F2,HSD,male,6,2.52,7.5083,14.07,13.4844,2.71,52.47225309,47.44321299,NA,NA
F2,HSD,male,7,2.42,9.1079,20.0102,20.0156,2.46,82.87712731,42.39261627,NA,NA
F2,HSD,male,8,2.58,8.3191,16.5644,12.6487,2.69,59.38729949,31.53452248,NA,NA
F2,HSD,male,9,2.39,7.1728,12.1689,12.8922,2.49,43.51345092,33.03101145,NA,NA
F2,HSD,male,10,2.48,7.4565,14.9524,10.2158,2.56,53.37616236,34.22338607,NA,NA
F2,HSD,male,11,2.53,9.0279,16.358,12.5104,2.6,58.71629877,28.13249111,NA,NA
F2,HSD,male,12,2.58,6.7279,17.6646,11.4698,2.77,48.71468958,39.62619113,NA,NA
F2,HSD,male,13,2.5,8.5778,13.7397,12.8103,2.66,57.97506853,35.85373268,NA,NA
F2,HSD,male,14,2.53,8.2637,15.5429,7.3007,2.67,72.7152127,59.94484952,NA,NA
F2,HSD,male,15,2.58,10.4837,18.9501,13.6094,2.83,65.06519871,40.33305195,NA,NA
F2,HSD,male,16,2.58,9.4618,13.3732,18.06,2.49,58.63327418,49.95429902,NA,NA
F2,HSD,male,17,2.55,8.375,14.7474,4.9856,2.64,69.52240504,44.53845964,NA,NA
F2,HSD,male,18,2.46,8.3672,15.1217,13.0799,2.46,56.19293281,38.5777771,NA,NA
F2,HSD,male,19,2.44,7.4697,11.6713,6.2445,2.68,80.11679112,50.37768066,NA,NA
F2,HSD,male,20,2.49,10.1649,10.285,7.0653,2.49,48.06882792,59.6675429,NA,NA
F2,HSD,male,21,2.5,6.8357,8.3412,3.0576,2.33,31.09050606,31.17834795,NA,NA
F2,HSD,male,22,2.41,8.661,12.814,10.1515,2.45,38.20858733,32.99618149,NA,NA
F2,HSD,male,23,2.34,3.8473,22.3718,18.6089,2.44,34.30574692,33.0769003,NA,NA
F2,HSD,male,24,2.42,7.4896,19.3869,23.0884,2.61,52.1492475,37.7506615,NA,NA
F2,HSD,male,25,2.55,4.2786,18.8213,20.0119,2.53,61.30784989,37.99750202,NA,NA
F2,HSD,male,26,2.45,6.3114,20.0843,20.2384,2.72,52.02448872,47.6109177,NA,NA
F2,HSD,male,27,2.42,3.4389,20.5651,24.7725,2.44,34.01719417,35.71497706,NA,NA
F2,HSD,male,28,2.55,4.3006,21.6419,29.0754,2.55,63.55393421,41.27562012,NA,NA
F2,HSD,male,29,2.48,5.4717,24.1245,27.6534,2.7,72.28273729,44.83785919,NA,NA
F2,HSD,male,30,2.44,6.8804,20.2516,16.9809,2.56,62.09616799,52.85360595,NA,NA
F2,HSD,male,31,2.44,8.283,25.1385,27.958,2.38,78.29818396,67.67706001,NA,NA
F2,HSD,male,32,2.55,8.5415,24.2107,27.6781,2.55,46.25345737,40.63205196,NA,NA
F2,HSD,male,33,2.37,6.975,16.3936,18.1782,2.55,75.10939938,47.56846514,NA,NA
F2,HSD,female,1,3.77,11.5415,15.8907,18.3056,3.69,152.2894061,39.76850608,1.14,99
F2,HSD,female,2,3.4,8.9612,16.1364,23.9086,3.73,150.5098496,42.36048973,1.29,164
F2,HSD,female,3,3.47,10.4492,19.833,39.568,3.73,150.4670338,46.21117585,1.26,139
F2,HSD,female,4,3.47,12.3843,18.7438,26.6807,3.44,90.98994233,35.37923355,1.11,182
F2,HSD,female,5,3.55,7.7144,15.604,26.4015,3.48,124.7943409,54.36441812,1.36,275
F2,HSD,female,6,3.4,6.6805,17.8584,12.5918,3.58,143.2643662,42.44193268,1.21,202
F2,HSD,female,7,3.44,13.0598,18.6977,37.3204,3.89,123.599918,35.93537138,1.3,140
F2,HSD,female,8,3.13,11.5649,29.6117,45.3917,3.4,107.4058773,46.3197168,1.25,171
F2,HSD,female,9,3.29,10.5517,26.59,18.8785,3.6,89.56340501,37.83053292,1.27,110
F2,HSD,female,10,3.61,11.4485,21.5122,25.1875,3.55,94.28646383,32.40898752,1.24,82
F2,HSD,female,11,3.53,9.3724,16.6039,16.8675,3.8,144.326909,54.83609627,1.12,0
F2,HSD,female,12,3.77,14.6844,9.1741,11.0609,3.66,83.11942741,52.76583346,1.31,221
F2,HSD,female,13,3.55,13.4837,18.1159,19.7815,3.74,149.7525453,60.14450938,1.42,195
F2,HSD,female,14,3.42,8.9216,14.9882,13.6625,3.65,152.1342594,61.89476304,1.13,162
F2,HSD,female,15,3.34,7.2623,9.3023,8.5732,3.68,157.488513,56.412457,0.99,123
F2,HSD,female,16,3.21,11.6377,23.8767,13.9341,3.74,142.3443874,50.531235,1.26,232
F2,HSD,female,17,3.61,14.1725,33.5746,37.4191,3.6,109.8955543,43.69919021,1.37,219
F2,HSD,female,18,3.44,11.4928,28.5913,39.3427,3.81,161.4400767,63.05894723,1.21,168
F2,HSD,female,19,3.65,9.802,18.609,18.4041,3.77,77.27754381,35.01519063,1.24,199
F2,HSD,female,20,3.92,12.4271,24.4711,20.372,3.53,130.4380044,53.62225821,1.23,89
F2,HSD,female,21,3.61,13.3639,27.4114,26.7557,3.59,105.4005142,62.54474597,1.07,119
F2,HSD,female,22,3.35,12.9669,26.1234,35.3139,3.26,92.45892788,37.93925265,1.38,138
F2,HSD,female,23,3.37,9.4162,40.5146,35.5175,3.72,134.4585412,68.91300506,1.11,4
F2,HSD,female,24,3.38,16.3165,27.5368,35.3306,3.48,132.0226455,44.14711406,1.05,19
F2,HSD,female,25,3.72,11.5044,27.3857,29.792,3.87,194.4691171,60.93651954,0.99,13
F2,HSD,female,26,3.58,7.5574,19.8591,21.6491,3.7,119.569604,48.02980918,1.19,152
F2,HSD,female,27,3.65,7.2754,24.4799,29.2444,3.49,107.5288216,39.96438054,1.28,92
F2,HSD,female,28,3.7,11.4608,33.2176,41.0479,3.7,102.0510435,35.02759654,1.07,188
F2,HSD,female,29,3.71,9.559,28.235,33.3858,3.37,57.82256239,33.8879275,1.3,25
F2,HSD,female,30,3.63,14.5883,34.8478,32.4772,3.21,102.420942,30.76870498,1.24,164
F2,HSD,female,31,3.35,6.788,22.5056,29.174,3.18,127.1708617,40.97161496,NA,NA
F2,HSD,female,32,3.62,6.9096,18.4184,23.4661,3.86,120.4778195,40.28529402,NA,NA
F2,HSD,female,33,3.59,15.8652,15.7816,24.0405,3.37,116.9148707,49.3174424,NA,NA
F2,CD,male,1,2.64,6.9075,14.4147,11.2832,2.46,25.25637137,25.42956959,NA,NA
F2,CD,male,2,2.41,7.8141,12.5789,14.9671,2.52,59.57982431,31.33207329,NA,NA
F2,CD,male,3,2.53,7.547,17.0366,21.3901,2.68,70.93411612,59.08879989,NA,NA
F2,CD,male,4,2.57,6.135,20.5013,10.8301,2.5,50.08219685,45.42116403,NA,NA
F2,CD,male,5,2.46,6.0058,15.8879,14.3141,2.45,43.17414806,29.39861584,NA,NA
F2,CD,male,6,2.51,8.6494,15.514,16.1731,2.64,63.50476639,39.69077735,NA,NA
F2,CD,male,7,2.57,8.5891,13.7439,13.523,2.56,56.5153067,27.60154949,NA,NA
F2,CD,male,8,2.46,6.6001,22.6281,12.4418,2.4,53.89320228,48.83873565,NA,NA
F2,CD,male,9,2.5,6.264,13.6969,13.7286,2.65,46.27755946,30.62928384,NA,NA
F2,CD,male,10,2.54,6.832,16.2329,12.0226,2.38,20.60548722,30.66840111,NA,NA
F2,CD,male,11,2.49,6.7116,10.8755,7.9788,2.6,53.87615804,31.38156666,NA,NA
F2,CD,male,12,2.45,8.8343,17.5149,6.6806,2.58,47.81962488,24.45953798,NA,NA
F2,CD,male,13,2.52,6.8343,9.7212,0.7769,2.49,39.91828361,25.84580142,NA,NA
F2,CD,male,14,2.41,6.0325,13.1448,11.0295,2.61,75.05653736,42.66751505,NA,NA
F2,CD,male,15,2.44,5.6864,18.7601,15.28,2.63,80.84677916,34.6000334,NA,NA
F2,CD,male,16,2.57,8.6511,12.2443,9.4962,2.49,57.56168108,34.78037734,NA,NA
F2,CD,male,17,2.37,8.919,11.0153,7.6311,2.61,47.8371345,23.06204613,NA,NA
F2,CD,male,18,2.42,8.4389,17.4823,15.8927,2.82,74.54043088,25.68863766,NA,NA
F2,CD,male,19,2.41,9.1418,15.247,17.6727,2.43,76.78640146,54.27472464,NA,NA
F2,CD,male,20,2.51,5.3797,13.0437,3.5778,2.61,49.20384882,25.91715678,NA,NA
F2,CD,male,21,2.58,9.0357,15.6242,11.104,2.42,65.77767157,34.06047023,NA,NA
F2,CD,male,22,2.5,10.376,10.697,13.6274,2.25,53.89787969,30.97227217,NA,NA
F2,CD,male,23,2.37,7.2732,23.7008,22.2656,2.52,62.91156859,24.24408541,NA,NA
F2,CD,male,24,2.49,7.0597,20.5632,23.6299,2.48,56.09607306,28.38493732,NA,NA
F2,CD,male,25,2.45,4.129,18.222,20.0264,2.38,63.60616995,41.3693219,NA,NA
F2,CD,male,26,2.51,5.6605,21.7865,21.8189,2.34,53.80520919,31.73570403,NA,NA
F2,CD,male,27,2.39,7.1502,21.0715,22.5495,2.46,57.6063891,47.15798528,NA,NA
F2,CD,male,28,2.34,10.7217,23.429,21.0637,2.7,63.29192436,30.4120508,NA,NA
F2,CD,male,29,2.52,2.961,19.6164,19.7732,2.44,95.38045238,32.16657715,NA,NA
F2,CD,male,30,2.51,6.3432,22.3145,16.6619,2.49,76.95612481,52.7820592,NA,NA
F2,CD,male,31,2.51,3.2581,19.8094,16.9031,2.18,45.73088472,31.27197877,NA,NA
F2,CD,male,32,2.55,8.3272,22.0654,19.0637,2.62,75.06767041,34.32472742,NA,NA
F2,CD,male,33,2.53,7.6392,20.3873,18.5839,2.5,61.08992998,24.45327409,NA,NA
F2,CD,female,1,3.59,5.6106,20.6957,18.9544,3.7,86.03129191,46.38627044,1.08,5
F2,CD,female,2,3.66,11.8071,24.5392,42.7371,3.3,29.60647476,12.32626509,1.31,84
F2,CD,female,3,3.27,8.2088,18.4741,21.8421,3.21,53.43739824,17.5765522,1.23,169
F2,CD,female,4,3.39,10.192,23.0135,15.2974,3.63,43.43960035,19.81796516,1.26,176
F2,CD,female,5,3.53,9.3368,16.2861,17.67,3.1,48.81975495,16.22880883,1.4,145
F2,CD,female,6,3.72,7.4189,13.7572,17.7705,3.86,52.25884539,19.73198657,1.04,30
F2,CD,female,7,3.55,12.7976,19.2176,32.5934,3.59,65.29193394,25.50943248,1.07,14
F2,CD,female,8,3.4,8.4201,17.9956,32.7201,3.58,59.00249715,22.04729056,0.93,1
F2,CD,female,9,3.23,9.411,16.6577,21.8485,3.08,61.51395243,28.64962733,1.34,129
F2,CD,female,10,3.82,6.8892,10.0944,35.5731,3.51,68.46564871,23.07727057,1.37,115
F2,CD,female,11,3.68,10.2984,18.9738,22.9039,3.33,75.7838355,30.38120436,1.19,71
F2,CD,female,12,3.34,10.5793,17.381,21.178,3.55,45.01694407,17.6042945,1.4,86
F2,CD,female,13,3.56,12.3273,18.8982,25.0553,3.35,48.81211128,18.42318586,1.32,142
F2,CD,female,14,3.51,8.9027,11.9446,28.5677,3.68,39.25632611,19.69628409,1,87
F2,CD,female,15,3.43,9.4923,19.2462,14.4174,3.49,95.4889309,42.25808501,1.3,142
F2,CD,female,16,3.46,12.6964,20.546,12.779,3.35,35.32246161,18.52160138,1.12,91
F2,CD,female,17,3.58,11.8514,26.8641,24.5841,3.54,72.88839077,44.51485792,1.2,172
F2,CD,female,18,3.25,9.456,17.9344,16.1164,3.74,78.87413215,29.39374144,1.42,68
F2,CD,female,19,3.54,10.1026,18.6942,22.9509,3.52,113.438349,57.63176655,0.96,27
F2,CD,female,20,3.34,13.8033,23.9495,29.1922,3.45,69.62115112,58.70154419,0.85,0
F2,CD,female,21,3.32,7.9841,12.2533,12.8429,3.62,121.5255074,57.44324403,1.22,81
F2,CD,female,22,3.37,12.5436,16.6271,21.0752,3.7,81.41838804,132.5646178,1.26,226
F2,CD,female,23,3.31,8.9562,24.846,25.088,3.74,69.46749702,47.59104566,1.14,69
F2,CD,female,24,3.55,8.763,19.4995,25.3101,3.65,70.08908495,160.6985231,0.92,0
F2,CD,female,25,3.36,5.8274,20.4981,28.6197,3.25,67.14726355,25.0479465,1.17,78
F2,CD,female,26,3.58,10.6291,28.2665,28.228,3.83,124.6438162,66.60941589,1.24,155
F2,CD,female,27,3.58,10.9055,33.3357,38.6395,3.76,110.9023278,165.9230915,1.18,32
F2,CD,female,28,3.48,9.4806,30.0108,36.897,3.66,72.06599342,51.21711338,1.04,104
F2,CD,female,29,3.45,9.1763,23.2591,32.2656,3.24,86.78903126,39.70584155,1.23,28
F2,CD,female,30,3.59,8.0999,22.0289,21.593,3.09,129.6145463,153.2871685,1.32,192
F2,CD,female,31,3.32,11.0561,28.0214,24.2758,3.51,124.0527272,156.7043623,NA,NA
F2,CD,female,32,3.49,11.765,27.8654,30.1061,3.76,57.82232344,38.32435261,NA,NA
F2,CD,female,33,3.53,9.9257,24.4019,30.2265,3.25,76.99937747,51.02952922,NA,NA
F3,NSD,male,1,2.49,0.9939,22.3247,17.9646,2.51,30.34323291,12.92873205,NA,NA
F3,NSD,male,2,2.31,6.2337,11.1887,14.9889,2.59,48.06865476,21.40921915,NA,NA
F3,NSD,male,3,2.47,7.9233,18.5695,14.2612,2.39,46.02522497,24.15270548,NA,NA
F3,NSD,male,4,2.65,11.1631,21.2513,21.5675,2.53,31.84333775,22.72600319,NA,NA
F3,NSD,male,5,2.42,7.3314,19.681,19.4492,2.35,26.55693211,13.20221306,NA,NA
F3,NSD,male,6,2.49,1.5395,19.1336,15.3409,2.43,43.7070207,24.40214244,NA,NA
F3,NSD,male,7,2.49,7.1474,16.1235,10.2506,2.44,22.00162778,18.31795854,NA,NA
F3,NSD,male,8,2.37,6.6273,14.4106,6.4428,2.29,33.70659684,32.37795889,NA,NA
F3,NSD,male,9,2.45,8.3296,16.6508,10.6594,2.57,34.16178665,34.17820717,NA,NA
F3,NSD,male,10,2.51,8.9578,16.0697,15.1246,2.38,30.31853935,40.95496613,NA,NA
F3,NSD,male,11,2.53,7.1493,17.6699,14.0239,2.67,55.22137845,45.0404783,NA,NA
F3,NSD,male,12,2.44,8.0107,14.4632,15.5273,2.4,41.13317755,44.79876913,NA,NA
F3,NSD,male,13,2.53,5.5811,10.4292,14.405,2.35,31.94560942,32.3216155,NA,NA
F3,NSD,male,14,2.41,6.0604,10.2515,17.031,2.43,41.89293727,39.76926717,NA,NA
F3,NSD,male,15,2.46,8.8109,11.4994,15.3489,2.42,41.22846818,44.85477651,NA,NA
F3,NSD,male,16,2.48,6.9353,14.7647,18.2335,2.29,65.35684524,44.59925443,NA,NA
F3,NSD,male,17,2.44,5.8541,12.5215,14.6241,2.48,65.21154844,56.66830767,NA,NA
F3,NSD,male,18,2.61,8.5901,11.1826,20.2588,2.6,35.68534991,53.65756612,NA,NA
F3,NSD,male,19,2.43,4.5207,12.5862,10.1318,2.58,40.2817613,71.51589179,NA,NA
F3,NSD,male,20,2.46,6.9135,11.3546,6.8267,2.49,16.45531203,47.02732333,NA,NA
F3,NSD,male,21,2.2,8.1436,11.9372,11.594,2.48,20.4092093,100.90122,NA,NA
F3,NSD,male,22,2.24,5.8423,14.9495,16.5497,2.52,37.70513464,108.2293495,NA,NA
F3,NSD,male,23,2.37,5.6028,11.1486,14.8391,2.52,31.4045267,72.85572936,NA,NA
F3,NSD,male,24,2.4,2.355,9.9399,20.0143,2.6,42.21390366,56.09786967,NA,NA
F3,NSD,male,25,2.45,6.8721,6.8834,15.2762,2.59,40.40854462,82.12606064,NA,NA
F3,NSD,male,26,2.2,6.3286,10.4608,19.4392,2.5,70.10125183,57.99547003,NA,NA
F3,NSD,male,27,2.46,5.2517,6.6208,21.966,2.6,86.51481594,61.00819872,NA,NA
F3,NSD,male,28,2.37,4.383,7.5958,13.4264,2.72,42.4620363,85.36854005,NA,NA
F3,NSD,male,29,2.42,3.6868,8.0471,14.208,2.55,25.88706997,94.01135333,NA,NA
F3,NSD,male,30,2.44,5.2994,14.8538,26.9016,2.67,79.50482078,135.6967078,NA,NA
F3,NSD,male,31,2.4,6.994,12.4205,16.1577,2.63,54.41144128,90.35747701,NA,NA
F3,NSD,male,32,2.49,6.6382,13.626,17.2655,2.35,55.37913247,80.52594741,NA,NA
F3,NSD,male,33,2.6,5.2426,10.0515,16.4897,2.5,45.23171571,69.43154023,NA,NA
F3,NSD,female,1,3.67,6.7456,22.3296,8.7642,3.69,70.51521367,19.83980198,1.03,62
F3,NSD,female,2,3.23,5.1623,24.0721,3.6681,3.44,69.34239515,26.01971669,1.34,185
F3,NSD,female,3,3.27,11.4908,14.5591,11.4509,3.35,188.6091673,102.9022869,1.02,25
F3,NSD,female,4,3.33,10.574,19.8958,11.0782,3.21,124.8248675,61.59655606,1.23,166
F3,NSD,female,5,3.45,5.4931,20.7819,7.4754,3.64,118.7220766,141.747862,1.01,28
F3,NSD,female,6,3.72,10.0894,16.8768,6.4285,3.97,150.9966203,50.24596492,1.38,133
F3,NSD,female,7,3.92,8.4351,18.7573,11.0943,3.33,93.84590085,31.44860408,1.11,175
F3,NSD,female,8,3.43,8.1061,10.1625,11.9964,3.51,89.90045404,32.17208785,1.03,10
F3,NSD,female,9,3.6,10.6024,22.301,11.5652,3.7,134.5604463,51.53332966,1.21,99
F3,NSD,female,10,3.64,4.6777,17.9178,12.6453,3.64,96.62949799,51.22712495,1.01,35
F3,NSD,female,11,3.64,9.3193,16.6794,5.6672,3.77,107.4222136,105.9804353,0.91,1
F3,NSD,female,12,3.59,10.4528,21.7002,29.1273,3.51,145.2103278,101.1655834,1.14,48
F3,NSD,female,13,3.38,8.8957,19.3412,26.5013,3.43,75.84708281,79.53045542,1.04,3
F3,NSD,female,14,3.51,3.9244,14.1092,21.5054,3.39,98.56714379,88.05763725,1.27,178
F3,NSD,female,15,3.29,7.9315,16.5727,17.6601,3.46,96.00459311,91.91252487,1.26,157
F3,NSD,female,16,3.29,8.4309,31.4164,16.9187,3.56,59.04982972,89.12663458,1.1,131
F3,NSD,female,17,3.39,7.5376,23.1876,23.8271,3.62,71.81849028,65.84141636,1.1,9
F3,NSD,female,18,3.24,9.3058,19.0916,20.1656,3.42,88.15983279,62.68100498,1.17,101
F3,NSD,female,19,3.55,7.7248,16.5931,21.1352,3.92,113.2928115,50.74192952,1.04,102
F3,NSD,female,20,3.57,10.4602,14.5211,27.854,3.86,113.3579935,56.7889191,1.22,155
F3,NSD,female,21,3.6,10.838,18.1983,21.7871,3.84,166.7093104,75.92307686,1.17,32
F3,NSD,female,22,3.69,8.8872,21.3869,20.1668,3.77,104.1226244,62.64847499,1.48,180
F3,NSD,female,23,3.39,8.2134,26.1723,19.9719,3.22,117.6088168,65.3477046,1.34,203
F3,NSD,female,24,3.32,10.5692,7.7952,32.6443,3.64,147.1172385,63.07321568,1.36,167
F3,NSD,female,25,3.64,10.9746,3.155,39.3555,3.71,108.1604583,66.23759174,1.25,207
F3,NSD,female,26,3.37,10.1544,11.7738,25.7871,3.81,162.4664101,83.28915761,1.32,210
F3,NSD,female,27,3.4,9.7191,16.762,25.9878,3.81,137.4772943,70.62023132,1.2,68
F3,NSD,female,28,3.61,6.9783,20.6559,16.0307,3.63,164.3253449,90.39286399,1.31,151
F3,NSD,female,29,3.65,8.925,16.6348,27.6762,3.64,165.7759226,81.33985838,1.14,175
F3,NSD,female,30,3.56,7.9024,10.5253,18.0303,3.73,102.6090656,67.76467033,1.22,101
F3,NSD,female,31,3.66,5.6239,8.7961,39.2139,3.71,133.9018527,69.90136352,NA,NA
F3,NSD,female,32,3.47,7.2372,6.1805,15.8537,3.54,57.49139987,74.12842896,NA,NA
F3,NSD,female,33,3.6,7.789,9.9187,24.3948,3.9,118.5360062,72.3313812,NA,NA
F3,LSD,male,1,2.42,3.628,9.9252,7.1749,2.63,65.89487691,16.06359832,NA,NA
F3,LSD,male,2,2.53,5.3294,7.3964,9.989,2.62,52.72633985,20.70027384,NA,NA
F3,LSD,male,3,2.35,3.022,11.5087,5.9971,2.7,67.91154883,20.44053574,NA,NA
F3,LSD,male,4,2.33,5.6733,15.636,5.7212,2.44,61.93678748,19.82567639,NA,NA
F3,LSD,male,5,2.14,5.053,14.1861,6.0045,2.66,74.77995903,22.88921383,NA,NA
F3,LSD,male,6,2.47,5.4982,10.17,6.3841,2.56,55.7168522,20.2798653,NA,NA
F3,LSD,male,7,2.42,5.1267,3.8055,7.8554,2.72,66.21909265,19.59416212,NA,NA
F3,LSD,male,8,2.34,5.6076,10.5692,5.5351,2.48,40.14341126,16.09025551,NA,NA
F3,LSD,male,9,2.37,6.5888,14.6185,8.0646,2.55,57.84223608,19.89848811,NA,NA
F3,LSD,male,10,2.45,4.3699,12.6824,7.5451,2.79,62.70396754,22.25042573,NA,NA
F3,LSD,male,11,2.46,6.0815,12.4074,5.6518,2.3,26.85428059,17.2717507,NA,NA
F3,LSD,male,12,2.55,5.5203,12.113,14.8069,2.45,31.82941065,21.89611573,NA,NA
F3,LSD,male,13,2.56,5.7,11.3318,15.2739,2.47,29.57699332,22.0960915,NA,NA
F3,LSD,male,14,2.38,5.2047,12.273,18.1063,2.51,45.8737234,12.16602982,NA,NA
F3,LSD,male,15,2.44,5.6381,12.5919,18.4937,2.38,35.56092045,23.57775928,NA,NA
F3,LSD,male,16,2.47,7.5185,15.425,12.8187,2.52,44.32171987,12.24484508,NA,NA
F3,LSD,male,17,2.51,6.4585,10.2072,12.929,2.39,30.60657372,10.34621828,NA,NA
F3,LSD,male,18,2.34,4.963,14.2157,15.8085,2.53,34.635553,18.79340587,NA,NA
F3,LSD,male,19,2.74,9.7522,15.252,15.9065,2.63,40.7093779,22.69852644,NA,NA
F3,LSD,male,20,2.58,6.988,11.0134,13.8957,2.55,46.53903588,23.04151206,NA,NA
F3,LSD,male,21,2.32,5.3437,10.2665,17.7107,2.71,21.5664577,22.98120692,NA,NA
F3,LSD,male,22,2.38,5.7618,13.3439,18.7958,2.58,43.23572171,23.77051776,NA,NA
F3,LSD,male,23,2.38,4.1719,6.3455,8.892,2.46,17.55393817,19.51201239,NA,NA
F3,LSD,male,24,2.45,7.6821,16.856,12.3355,2.69,64.26728005,21.95816306,NA,NA
F3,LSD,male,25,2.41,4.332,10.0872,13.3587,2.45,38.80123386,21.93546492,NA,NA
F3,LSD,male,26,2.58,6.1839,18.1002,5.9568,2.58,36.5986011,25.00917354,NA,NA
F3,LSD,male,27,2.3,4.5295,9.1511,13.5244,2.46,31.04893708,30.02014762,NA,NA
F3,LSD,male,28,2.61,8.5185,10.7557,9.8188,2.67,62.19365858,27.11327898,NA,NA
F3,LSD,male,29,2.4,5.7193,10.2155,11.5299,2.66,41.83279629,22.94972411,NA,NA
F3,LSD,male,30,2.52,6.5745,11.9285,14.7531,2.65,70.54118431,28.95486581,NA,NA
F3,LSD,male,31,2.57,4.48,10.9584,13.4039,2.5,37.79253458,32.4340347,NA,NA
F3,LSD,male,32,2.95,4.0446,11.4331,16.9093,2.66,58.1776334,28.41123681,NA,NA
F3,LSD,male,33,2.53,6.3473,10.2283,15.7793,2.53,41.87480103,34.00986835,NA,NA
F3,LSD,female,1,3.56,8.6415,17.2346,12.5884,3.41,131.1376413,52.88789135,1.02,21
F3,LSD,female,2,3.62,11.2433,21.0188,14.9736,3.92,184.4846369,83.90642205,1.27,131
F3,LSD,female,3,3.65,9.0801,28.4563,29.9426,3.64,211.8283141,87.34191912,1.44,223
F3,LSD,female,4,3.27,8.1258,14.9625,11.4758,3.78,165.0498194,93.95053514,1.46,182
F3,LSD,female,5,3.33,10.1607,18.1104,21.8593,3.6,172.1901217,94.97778193,1.13,40
F3,LSD,female,6,3.44,5.5785,13.8725,7.8824,3.91,241.1954757,99.80514958,1.19,204
F3,LSD,female,7,3.4,0.2024,20.5744,9.9648,3.54,195.4403086,97.61146677,1.04,47
F3,LSD,female,8,3.41,11.7943,34.7631,11.7395,3.83,183.2387957,86.09216468,1.17,129
F3,LSD,female,9,3.12,10.3824,14.7983,18.5431,3.67,190.1251616,82.55480695,1.26,190
F3,LSD,female,10,3.81,10.5241,7.9829,11.6232,3.81,224.1040438,84.15360007,1.22,164
F3,LSD,female,11,3.29,7.6538,13.3685,15.0808,3.76,304.7468982,106.911666,1.03,18
F3,LSD,female,12,3.49,7.2904,13.3993,38.5269,3.38,132.0490826,80.78075454,1.16,158
F3,LSD,female,13,3.57,5.7168,13.448,16.1431,3.9,222.3849641,85.55945667,0.87,19
F3,LSD,female,14,3.39,10.2197,16.3365,25.521,3.45,141.7526486,71.12572545,0.98,2
F3,LSD,female,15,3.5,5.3965,7.3337,16.1769,3.66,282.0454672,102.8592898,0.95,38
F3,LSD,female,16,3.69,9.2286,20.6685,31.0475,3.77,164.2222239,68.0072026,1.02,72
F3,LSD,female,17,3.6,7.806,14.9201,25.1911,3.62,225.5361769,96.90015506,1.07,92
F3,LSD,female,18,3.5,10.6824,24.5649,34.3351,3.74,139.9050137,77.75432841,1.43,285
F3,LSD,female,19,3.61,8.9513,21.2227,17.2657,3.77,183.8066356,106.516169,0.92,3
F3,LSD,female,20,3.36,5.7861,10.0691,11.7776,3.79,147.570533,120.8816677,1.05,7
F3,LSD,female,21,3.6,9.3593,18.5654,23.481,3.62,142.9613186,100.1129138,0.88,0
F3,LSD,female,22,3.4,9.799,16.9466,24.4921,3.94,207.8670866,116.1215218,1.21,76
F3,LSD,female,23,3.45,4.0951,17.8145,15.8147,3.65,108.7583216,79.519993,1.31,173
F3,LSD,female,24,3.64,6.7169,18.1761,23.094,3.65,153.5481681,96.20925918,1.03,0
F3,LSD,female,25,3.45,6.0522,8.2199,22.855,3.47,87.35083506,84.5453816,0.92,3
F3,LSD,female,26,3.44,3.6,5.482,19.3121,3.8,215.0712086,110.144218,1.32,165
F3,LSD,female,27,3.59,7.8377,21.6168,29.2492,3.74,223.309363,114.4811564,1.16,119
F3,LSD,female,28,3.5,4.5501,13.4483,13.8239,3.75,219.0098432,84.69192867,1.16,110
F3,LSD,female,29,3.42,6.2902,2.947,12.7413,3.52,157.1893114,88.19776917,1.26,156
F3,LSD,female,30,3.47,7.902,18.8139,21.9565,3.74,250.9913074,122.9340728,1.31,129
F3,LSD,female,31,3.49,8.9523,14.1895,24.5122,3.68,202.1947737,96.28276603,NA,NA
F3,LSD,female,32,3.13,3.6515,10.4322,8.6481,3.75,239.7804133,121.8026145,NA,NA
F3,LSD,female,33,3.22,4.7506,8.9975,13.8721,3.67,195.6809277,97.33742695,NA,NA
