Generation,Treatment,Sex,SampleNo,Sugar.Weight,Glucose,Trehalose,Glycogen,Fat.Weight,TAG,DAG,Fit.Weight,Fitness
F5,NSD,male,35,2.4,7.014716356,12.45224149,20.70202427,2.63,50.26454347,13.07329605,NA,NA
F5,NSD,male,36,2.58,5.110837987,11.34414793,25.94836169,2.73,34.3197795,12.39105738,NA,NA
F5,NSD,male,37,2.6,6.779665892,14.20768742,21.44542646,2.56,35.55030129,9.94079719,NA,NA
F5,NSD,male,38,2.54,4.355708619,8.908978618,18.84005703,2.57,38.57524151,9.940931605,NA,NA
F5,NSD,male,39,2.43,6.322137649,13.61745309,17.12981758,2.53,27.108225,8.32959141,NA,NA
F5,NSD,male,40,2.36,6.506264623,14.45195217,14.65606266,2.49,53.70656492,12.84485641,NA,NA
F5,NSD,male,41,2.54,5.50412107,9.843671684,16.39931288,2.66,58.04109199,10.2271624,NA,NA
F5,NSD,male,42,2.45,5.952535645,11.70992416,18.62561101,2.44,48.61213352,12.21092857,NA,NA
F5,NSD,male,43,2.51,7.684608611,11.14302812,22.75769642,2.59,4.457072996,5.612054701,NA,NA
F5,NSD,male,44,2.5,7.753883083,9.712630506,21.54439581,2.6,6.781442555,6.740502648,NA,NA
F5,NSD,female,1,3.55,9.815100209,15.19667308,33.00140231,3.96,38.50600951,22.60446527,1.27,96
F5,NSD,female,2,3.52,10.41459926,6.974628683,20.96774333,3.8,31.96597055,15.9506044,1.02,13
F5,NSD,female,3,3.81,10.93516164,19.83178064,30.33754386,3.92,90.21856389,18.06166925,0.98,41
F5,NSD,female,4,3.69,8.438333424,22.50313131,14.00322566,3.72,48.22052927,13.75294597,1.41,110
F5,NSD,female,5,3.58,7.053204327,7.87390794,10.30983555,3.61,49.27153632,19.67480601,0.72,9
F5,NSD,female,6,3.52,9.370496407,20.38996495,20.58164055,3.62,48.015627,11.43089968,1.24,86
F5,NSD,female,7,3.66,13.5402255,18.78118459,19.16544961,3.78,84.16078183,17.99868769,0.86,7
F5,NSD,female,8,3.57,8.915719725,13.67126873,17.33778126,3.59,64.87174784,15.6410095,1,13
F5,NSD,female,9,3.31,6.207632555,11.94034913,12.9356197,3.7,58.63050189,15.40797055,1.16,75
F5,NSD,female,10,3.49,7.261948654,15.00939179,11.20723054,3.65,52.44101439,11.33186632,1.16,0
F5,NSD,female,11,3.79,8.227221589,12.75799172,21.5013954,3.85,63.68326086,12.68987245,0.99,0
F5,NSD,female,12,3.59,7.819626298,20.6251511,23.73550341,3.63,66.1199774,14.95609502,1.07,64
F5,NSD,female,13,3.66,11.92546119,16.36100192,22.7158608,3.65,53.27932646,15.35201621,1.24,146
F5,NSD,female,14,3.57,7.119629527,9.547028047,12.16470212,3.4,42.56406767,6.952530193,0.98,6
F5,NSD,female,15,3.88,9.046596634,19.42388633,35.71060584,3.65,51.76784398,13.15181549,1.05,114
F5,NSD,female,16,3.88,12.40437293,15.39711163,29.10906802,3.39,79.45916538,15.39037453,0.97,29
F5,NSD,female,17,3.42,9.533822641,14.08251324,17.00991516,3.36,72.55432819,14.3260772,1.3,138
F5,NSD,female,18,3.72,8.581236733,18.19860998,27.24245941,3.75,87.75493999,17.04121095,1.12,149
F5,NSD,female,19,3.39,7.539452662,12.44322289,2.965958436,3.7,75.31860965,13.87882759,1.11,45
F5,NSD,female,20,3.61,13.78849681,2.006206203,30.58333392,3.7,94.98270299,22.33214689,1.21,83
F5,NSD,female,21,3.53,9.989925507,19.63383616,30.15058784,3.49,102.5272856,14.6524834,0.86,24
F5,NSD,female,22,3.65,11.12087225,24.02573219,29.75313629,3.61,73.22923128,12.75800015,1.18,75
F5,NSD,female,23,3.76,12.39886411,15.58835107,21.93990804,3.64,107.4818638,18.43925168,1.06,13
F5,NSD,female,24,3.65,12.76223572,18.15348554,38.65682319,3.91,91.77646633,16.32042879,1.16,31
F5,NSD,female,25,3.74,11.52703955,9.652874893,29.5864455,3.61,77.67440696,15.08387618,1.09,87
F5,NSD,female,26,3.78,9.510853537,15.50305967,45.78451313,3.59,78.79792451,15.78341755,1.26,84
F5,NSD,female,27,3.67,12.68769433,17.92670283,35.0898773,3.58,54.45531877,8.935972149,1.3,78
F5,NSD,female,28,3.41,8.365444058,9.729273531,18.82131291,3.57,60.09958963,14.01643448,0.8,10
F5,NSD,female,29,3.86,13.77246708,19.07356822,46.40947051,3.61,52.14936105,10.23721394,0.99,32
F5,NSD,female,30,3.58,14.80113856,18.59659225,27.69595796,3.64,52.14926997,8.712837223,1.01,9
F5,NSD,female,31,3.94,11.32932502,19.95063271,35.78061026,3.72,134.2985435,26.69347078,NA,NA
F5,NSD,female,32,3.81,12.51162789,26.90013592,48.03649758,3.63,111.0695258,15.18788412,NA,NA
F5,NSD,female,33,3.77,7.865022054,12.86848634,30.87891456,3.63,100.0082987,19.99868343,NA,NA
F5,NSD,female,34,3.76,12.01147315,16.60317016,40.26191593,3.77,88.00112514,18.90168105,NA,NA
F5,NSD,female,35,3.75,10.31433842,14.42643129,28.49704194,3.63,62.28196119,10.18699654,NA,NA
F5,NSD,female,36,3.47,8.798508856,10.90110443,14.31405741,3.61,63.13240823,11.56199405,NA,NA
F5,NSD,female,37,3.31,13.4673402,6.553771444,15.66910502,3.82,73.27878706,10.15192456,NA,NA
F5,NSD,female,38,3.75,7.676067181,16.01835765,32.74991259,3.67,93.53911678,17.51278957,NA,NA
F5,NSD,female,39,3.93,15.09724808,22.10820374,45.64185209,3.69,101.3279422,15.37947706,NA,NA
F5,NSD,female,40,3.69,10.89063665,18.1459609,37.09840613,3.84,92.47528273,15.5899154,NA,NA
F5,NSD,female,41,3.76,13.22174948,23.59042882,26.72021926,3.8,21.91033939,5.303625416,NA,NA
F5,NSD,female,42,3.65,12.76161495,18.06526511,36.29958138,3.89,45.88543428,10.101621,NA,NA
F5,NSD,female,43,3.83,8.151272458,13.40606954,37.00748779,3.54,56.07363902,9.131769707,NA,NA
F5,NSD,female,44,3.64,6.596919997,10.24013228,24.92729007,3.56,60.44032664,11.35515951,NA,NA
F5,LSD,male,1,2.55,8.847028462,4.610079891,16.21116108,2.6,53.79454632,11.10077308,NA,NA
F5,LSD,male,2,2.6,8.62062701,7.399828324,13.36568133,2.52,59.01222771,13.3830766,NA,NA
F5,LSD,male,3,2.64,8.333113551,7.567201988,22.43857301,2.62,78.59291196,24.58628304,NA,NA
F5,LSD,male,4,2.61,5.658671835,6.125040339,11.35850841,2.52,63.30438824,12.51509239,NA,NA
F5,LSD,male,5,2.38,6.258124895,5.734638916,17.2727211,2.47,54.62423635,10.69358931,NA,NA
F5,LSD,male,6,2.66,7.049858137,8.912373922,15.20805245,2.66,55.36839153,13.7209056,NA,NA
F5,LSD,male,7,2.57,6.829274371,8.323209995,13.87049246,2.56,41.57818458,10.66728758,NA,NA
F5,LSD,male,8,2.43,4.835973942,5.028843405,11.05805624,2.49,59.1762214,13.47327128,NA,NA
F5,LSD,male,9,2.66,6.036751192,15.14752041,12.60453943,2.57,50.61590764,8.776566934,NA,NA
F5,LSD,male,10,2.49,6.155925843,9.635775674,16.59686403,2.53,72.95124343,16.35009066,NA,NA
F5,LSD,male,11,2.47,7.751818763,6.198859788,15.70359611,2.79,78.68164407,18.63216469,NA,NA
F5,LSD,male,12,2.56,8.76699391,5.742972965,15.17496313,2.59,51.19208724,8.270769748,NA,NA
F5,LSD,male,13,2.55,7.091107333,8.784382639,11.80139905,2.48,68.62768522,14.5488991,NA,NA
F5,LSD,male,14,2.29,5.460915393,7.481433467,11.52129307,2.56,67.30822653,15.16282439,NA,NA
F5,LSD,male,15,2.68,7.790973702,8.964390178,11.52874375,2.44,81.24580557,13.4609958,NA,NA
F5,LSD,male,16,2.6,5.789900989,6.948483901,15.45980856,2.62,62.65897949,12.91688254,NA,NA
F5,LSD,male,17,2.33,5.482126218,5.416612528,11.9262365,2.4,54.52568177,12.47633403,NA,NA
F5,LSD,male,18,2.63,6.826990846,14.87986285,15.42333194,2.51,57.29168822,16.05893017,NA,NA
F5,LSD,male,19,2.66,7.432149799,6.652266358,15.62191202,2.6,65.40612253,14.27216834,NA,NA
F5,LSD,male,20,2.61,6.875382237,9.656327928,17.12821827,2.62,53.30156059,12.72176822,NA,NA
F5,LSD,male,21,2.58,4.958345317,7.438155051,20.01714065,2.66,59.98454754,13.17920097,NA,NA
F5,LSD,male,22,2.55,6.149981981,10.92634705,20.1135574,2.58,38.25257149,14.83322561,NA,NA
F5,LSD,male,23,2.53,7.927973524,14.78600441,32.30455036,2.57,65.05932413,16.91367583,NA,NA
F5,LSD,male,24,2.49,7.119349286,9.671930255,19.43340792,2.49,36.19801003,10.83554634,NA,NA
F5,LSD,male,25,2.48,7.140687676,11.46049086,32.95833172,2.6,30.44784014,9.176122041,NA,NA
F5,LSD,male,26,2.51,7.461067107,11.70873405,25.38500689,2.73,80.51095907,13.40383953,NA,NA
F5,LSD,male,27,2.62,6.901313424,10.28817607,25.38208994,2.55,67.23960192,13.25208072,NA,NA
F5,LSD,male,28,2.61,7.144094226,8.888551218,20.46366897,2.6,46.3957967,14.40169796,NA,NA
F5,LSD,male,29,2.65,6.255165803,10.76109788,19.41447548,2.5,57.17271134,12.40450425,NA,NA
F5,LSD,male,30,2.52,5.089943103,9.381935218,13.89294005,2.55,52.56511482,11.9857836,NA,NA
F5,LSD,male,31,2.55,7.336523395,9.381445214,20.68680677,2.64,62.21836281,11.98249951,NA,NA
F5,LSD,male,32,2.57,6.131510731,12.71514581,24.5263093,2.55,37.70898549,10.09314227,NA,NA
F5,LSD,male,33,2.63,9.166001393,13.22595798,23.15913997,2.55,55.21113958,12.82157626,NA,NA
F5,LSD,male,34,2.61,8.122861975,11.30823907,17.78228589,2.54,65.57639221,12.28551704,NA,NA
F5,LSD,male,35,2.57,7.299155468,21.7475,19.38435355,2.58,58.72905835,19.84854616,NA,NA
F5,LSD,male,36,2.53,7.822156853,11.67941296,20.10927035,2.73,83.82439335,18.9061108,NA,NA
F5,LSD,male,37,2.49,6.1757837,10.46324756,17.52213439,2.59,66.82867417,13.67445972,NA,NA
F5,LSD,male,38,2.41,5.151667774,9.261136215,19.46285261,2.63,58.29345897,15.12132081,NA,NA
F5,LSD,male,39,2.5,5.886933463,9.025602725,26.48340732,2.6,82.48712811,14.99194846,NA,NA
F5,LSD,male,40,2.89,5.619814745,9.047376213,19.6444412,2.56,51.58634814,17.11776103,NA,NA
F5,LSD,male,41,2.68,5.191005704,0,16.1436514,2.63,56.46603731,11.17401512,NA,NA
F5,LSD,male,42,2.3,5.915589718,11.70755715,17.54150735,2.35,76.17238393,12.47637187,NA,NA
F5,LSD,male,43,2.66,7.500675552,10.39493495,19.41059429,2.7,82.88113184,12.25342285,NA,NA
F5,LSD,male,44,2.36,6.468869478,11.679444,22.27278788,2.69,48.3872023,13.02650141,NA,NA
F5,LSD,female,1,3.67,7.605944678,12.60226421,24.99043708,3.88,121.0626738,20.8331263,1.02,21
F5,LSD,female,2,3.71,11.88886434,11.07997297,20.70970355,3.77,81.53844942,23.86512808,1.27,131
F5,LSD,female,3,3.66,9.696201512,5.179941827,23.69859997,3.7,69.5714678,19.76478544,1.44,223
F5,LSD,female,4,3.49,5.997556695,15.2113597,12.03705526,3.94,58.65150533,18.63637018,1.46,182
F5,LSD,female,5,3.61,6.658880578,9.455373463,13.09129219,3.7,61.63743148,21.53526764,1.13,40
F5,LSD,female,6,3.54,10.93237459,12.29360727,19.97380084,3.66,68.53375412,18.1399218,1.19,204
F5,LSD,female,7,3.62,13.11562124,19.33275943,21.44104198,3.77,81.39347821,24.56851852,1.04,47
F5,LSD,female,8,3.78,8.217940291,15.03399777,25.05309388,3.76,60.20250886,17.99538404,1.17,129
F5,LSD,female,9,3.31,9.629004383,10.87836219,7.346949075,3.71,89.56208753,23.11998495,1.26,190
F5,LSD,female,10,3.39,15.09567139,4.469286464,35.89786647,3.97,98.42577526,23.23240907,1.22,164
F5,LSD,female,11,3.78,10.24284602,16.1963005,18.65530593,3.9,91.87674726,18.45385125,1.03,18
F5,LSD,female,12,3.63,9.602821276,15.61753562,14.72379207,3.46,79.92364058,17.78832975,1.16,158
F5,LSD,female,13,3.68,8.571140859,7.168930485,14.93583903,3.97,73.30986702,19.96709526,0.87,19
F5,LSD,female,14,3.43,7.177518566,14.43523325,17.20237042,3.58,107.6950062,20.55702256,0.98,2
F5,LSD,female,15,3.9,9.309137036,18.4504674,25.55864944,3.48,83.1579627,23.85956483,0.95,38
F5,LSD,female,16,3.54,7.150007701,14.71554968,15.83379429,3.87,78.27197175,19.72911975,1.02,72
F5,LSD,female,17,3.63,7.125041002,17.59830005,20.66993094,3.8,83.66071908,21.24279159,1.07,92
F5,LSD,female,18,3.44,4.730476692,14.29176769,9.300139435,3.57,68.04801824,17.67579395,1.43,285
F5,LSD,female,19,3.46,2.922414054,19.01018038,30.00016855,3.68,99.83469028,21.2666885,0.92,3
F5,LSD,female,20,3.34,5.162967224,8.052658897,4.164262675,3.79,123.9886669,25.89224499,1.05,7
F5,LSD,female,21,3.48,10.31009177,21.42246357,19.22659374,3.42,71.15457235,18.20257501,0.88,0
F5,LSD,female,22,3.34,12.56819514,6.365180969,17.8312549,3.61,91.48102638,22.2816886,1.21,76
F5,LSD,female,23,3.66,13.6209187,16.53926519,40.0247813,3.81,80.38947776,22.17424442,1.31,173
F5,LSD,female,24,3.57,9.972218441,18.41899234,43.45312573,3.77,95.87064465,22.93871542,1.03,0
F5,LSD,female,25,3.74,10.46122169,14.67706808,29.78001493,3.68,89.10552172,20.95751726,0.92,3
F5,LSD,female,26,3.43,6.885143175,12.56606277,29.31001802,3.75,85.87275024,25.52129972,1.32,165
F5,LSD,female,27,3.67,8.267954354,13.21729309,24.52822206,3.37,75.4200902,18.36643905,1.16,119
F5,LSD,female,28,3.44,12.07880808,18.05670564,23.03574861,3.77,96.14748197,23.00084581,1.16,110
F5,LSD,female,29,3.49,3.484525336,7.38950709,5.01436157,3.62,102.4338125,22.78597701,1.26,156
F5,LSD,female,30,3.54,7.203102811,20.61015564,33.46819329,3.71,104.2446876,24.47190539,1.31,129
F5,LSD,female,31,3.44,6.944606542,10.63526421,9.886465154,3.69,75.44821217,23.1438098,NA,NA
F5,LSD,female,32,3.55,9.402882307,14.3221681,20.89349474,3.59,81.41599509,17.77680868,NA,NA
F5,LSD,female,33,3.5,14.17177984,14.90325703,41.87524122,3.8,103.6947632,27.43843767,NA,NA
F5,LSD,female,34,3.74,8.936286654,13.45932966,25.6954103,3.59,75.48204953,24.84911686,NA,NA
F5,LSD,female,35,3.71,11.36377494,16.42423365,47.45746654,3.54,91.61544215,24.28102211,NA,NA
F5,LSD,female,36,3.34,5.653201832,11.81315514,18.94910917,3.57,79.1067751,22.40161028,NA,NA
F5,LSD,female,37,3.68,9.317022989,13.19365375,17.33185664,3.74,109.744405,22.87386125,NA,NA
F5,LSD,female,38,3.67,12.46552037,15.14794452,40.04052618,3.75,83.89155961,22.39412529,NA,NA
F5,LSD,female,39,3.62,8.125993875,19.25156133,47.99895397,3.73,112.2596659,27.55778037,NA,NA
F5,LSD,female,40,3.31,11.12389347,20.59268634,32.26766348,3.91,104.5804212,25.68258784,NA,NA
F5,LSD,female,41,3.54,9.385616477,16.41202329,31.90726812,3.92,82.68659616,21.93158488,NA,NA
F5,LSD,female,42,3.49,8.078231207,18.60184593,37.96189314,3.61,86.25777362,27.30709159,NA,NA
F5,LSD,female,43,3.78,11.09885889,19.20077074,39.69052942,3.77,92.95563939,22.11691408,NA,NA
F5,LSD,female,44,3.65,10.17251989,16.97060087,45.21695781,3.86,125.7675192,28.70273946,NA,NA
F5,HSD,male,1,2.55,4.72531747,9.179948133,21.78520346,2.55,34.37618879,11.72609202,NA,NA
F5,HSD,male,2,2.51,5.836856279,11.80210148,22.50693078,2.44,28.18588618,11.1982839,NA,NA
F5,HSD,male,3,2.43,6.531402699,13.43935263,12.62558715,2.29,22.58557749,10.57713596,NA,NA
F5,HSD,male,4,2.33,2.937361238,11.21840169,16.04594379,2.49,33.94491979,12.57987818,NA,NA
F5,HSD,male,5,2.55,2.665193479,4.99704151,14.93852735,2.64,33.26364159,11.58820284,NA,NA
F5,HSD,male,6,2.43,6.057613342,8.661835811,19.10288227,2.61,42.34853968,13.53778122,NA,NA
F5,HSD,male,7,2.47,4.328180486,8.130629769,14.05135998,2.5,31.17742998,11.60699297,NA,NA
F5,HSD,male,8,2.38,6.10555067,7.093245792,12.73737695,2.57,32.27042454,13.34257455,NA,NA
F5,HSD,male,9,2.47,5.293390119,7.47995681,15.65367418,2.58,31.58956765,10.96618202,NA,NA
F5,HSD,male,10,2.51,5.502394814,5.836260235,16.06326021,2.47,31.4945231,10.23081622,NA,NA
F5,HSD,male,11,2.49,6.45638246,8.372146206,20.37517494,2.69,27.82522712,12.82564161,NA,NA
F5,HSD,male,12,2.35,6.511120107,7.130830415,17.49281198,2.36,34.8998654,12.66623304,NA,NA
F5,HSD,male,13,2.54,6.3635514,12.82081153,14.68850208,2.5,30.00234121,10.22942296,NA,NA
F5,HSD,male,14,2.59,7.807472538,8.595998727,23.01144235,2.42,28.81778396,10.94942721,NA,NA
F5,HSD,male,15,2.31,6.834370719,5.472338493,9.017539379,2.42,27.10516958,13.64300671,NA,NA
F5,HSD,male,16,2.44,7.86109669,6.877921168,21.49645462,2.58,28.92001034,12.51547381,NA,NA
F5,HSD,male,17,2.43,5.683726303,8.303069328,14.26374549,2.48,24.70622141,12.64247407,NA,NA
F5,HSD,male,18,2.63,8.079483438,10.76327889,28.59117258,2.33,25.18917702,12.54293628,NA,NA
F5,HSD,male,19,2.37,5.543587994,5.337629691,14.37830573,2.51,33.58057257,11.45435984,NA,NA
F5,HSD,male,20,2.44,6.514604222,6.494363132,14.17537624,2.8,24.36697433,8.135375313,NA,NA
F5,HSD,male,21,2.44,6.299397671,7.93453169,21.97910094,2.46,29.89611089,11.9035599,NA,NA
F5,HSD,male,22,2.47,9.000635255,4.559965195,27.30989579,2.38,22.28641769,9.209617366,NA,NA
F5,HSD,male,23,2.54,3.283698244,7.945984784,17.15149337,2.51,38.443736,13.18670701,NA,NA
F5,HSD,male,24,2.46,7.65069536,9.534315113,25.23664133,2.62,30.33506384,12.25070446,NA,NA
F5,HSD,male,25,2.41,6.210855623,9.583299057,18.75618889,2.55,40.22178521,17.87752752,NA,NA
F5,HSD,male,26,2.63,6.491944839,10.30235783,23.14143941,2.62,43.09276047,15.19795492,NA,NA
F5,HSD,male,27,2.43,7.983793864,6.990258499,23.03744911,2.87,40.43254231,12.85863061,NA,NA
F5,HSD,male,28,2.4,7.253607332,13.10677215,28.12487818,2.55,36.71748627,13.06637943,NA,NA
F5,HSD,male,29,2.43,5.042179237,10.07364165,28.44723043,2.61,53.33154963,15.52595873,NA,NA
F5,HSD,male,30,2.21,2.449283155,5.195695977,17.3593811,2.57,48.03017106,27.79694254,NA,NA
F5,HSD,male,31,2.48,6.533761903,10.92300718,24.00580069,2.58,48.21175297,22.4659311,NA,NA
F5,HSD,male,32,2.45,7.207384605,15.8645,21.59011579,2.44,25.97914225,17.24221209,NA,NA
F5,HSD,male,33,2.58,5.586840883,11.72468196,16.28744754,2.63,58.52898074,15.22661982,NA,NA
F5,HSD,male,34,2.39,6.616232543,9.943791776,19.38152196,2.6,36.87445938,12.6453056,NA,NA
F5,HSD,male,35,2.55,6.142869542,10.24200028,22.59889256,2.43,38.20390786,12.10780125,NA,NA
F5,HSD,male,36,2.53,7.686247902,12.1670327,26.25190698,2.63,27.17319074,13.1505705,NA,NA
F5,HSD,male,37,2.49,7.872114856,9.89301602,26.44272741,2.67,36.45710474,15.12818087,NA,NA
F5,HSD,male,38,2.58,6.028695302,7.069199771,29.63364526,2.54,37.81699727,13.81075701,NA,NA
F5,HSD,male,39,2.53,9.208183942,9.882803986,24.70028842,2.6,32.96084056,14.13864639,NA,NA
F5,HSD,male,40,2.41,6.97134449,10.77906409,22.26462603,2.48,35.60101258,11.7464045,NA,NA
F5,HSD,male,41,2.41,6.14498062,9.366810237,21.95567372,2.71,55.70052997,28.48050643,NA,NA
F5,HSD,male,42,2.43,7.36742175,11.14508522,26.63614628,2.6,42.37128841,12.20076652,NA,NA
F5,HSD,male,43,2.57,8.292574821,11.43225764,29.22363098,2.59,54.94825728,13.25001066,NA,NA
F5,HSD,male,44,2.57,7.916544406,7.144871615,24.84078523,2.63,29.85537038,12.31110574,NA,NA
F5,HSD,female,1,3.34,5.733523597,8.879703492,10.53931205,3.59,59.32770154,11.44149021,0.89,44
F5,HSD,female,2,3.62,7.424455166,13.6053129,9.890750668,3.74,57.66469987,13.64013139,1.34,156
F5,HSD,female,3,3.29,5.957418261,12.68870968,8.69109866,3.64,54.44900051,14.05313266,0.65,74
F5,HSD,female,4,3.38,4.522791442,21.41962981,19.11170178,3.56,39.29732623,11.64286557,1.28,207
F5,HSD,female,5,3.57,6.257249043,16.48827921,33.16868304,3.7,55.0595213,12.61036379,1.2,70
F5,HSD,female,6,3.31,9.62179975,17.54918062,21.69064274,3.62,53.45611946,18.09040033,1.1,59
F5,HSD,female,7,3.41,7.713721941,11.70395437,14.32362138,3.78,75.57815466,18.01523264,0.95,19
F5,HSD,female,8,3.3,5.756556265,13.59793127,12.6451027,3.77,75.28403588,17.82470448,1.32,122
F5,HSD,female,9,3.6,6.041006807,16.41798937,22.0793151,3.87,71.91359313,14.69301887,0.96,24
F5,HSD,female,10,3.47,7.020371234,12.40464014,17.13185852,3.62,67.73952131,13.9679334,1.37,144
F5,HSD,female,11,3.2,6.575888199,11.25017823,12.3682284,3.64,80.14214929,17.56108783,1.06,134
F5,HSD,female,12,3.16,5.784619442,12.40621502,9.272491524,3.74,52.92863189,12.70265095,1.2,13
F5,HSD,female,13,3.53,5.314011539,7.320117536,6.903967728,3.91,64.59592869,14.14021454,1.24,209
F5,HSD,female,14,3.16,7.181768842,11.02480169,11.91462675,3.65,45.10750085,11.84128956,1.04,65
F5,HSD,female,15,3.39,8.309130276,11.49913305,9.647787185,3.53,40.57821701,10.87438618,0.92,7
F5,HSD,female,16,3.47,6.698518337,10.91314279,15.4463667,3.48,43.86423916,11.64463184,1.19,92
F5,HSD,female,17,3.65,8.244617263,15.13470371,15.38653833,3.39,71.04865298,18.79972509,1.07,58
F5,HSD,female,18,3.44,4.902839533,4.611410774,0,3.66,79.12202546,16.86495587,0.96,0
F5,HSD,female,19,3.44,11.99877573,5.657850445,13.62670655,3.53,83.0246692,19.44055493,1.23,152
F5,HSD,female,20,3.42,6.675629478,13.31225351,9.648647373,3.5,70.23059586,17.37522965,1.18,161
F5,HSD,female,21,3.72,6.707441696,16.55960334,22.21610808,3.4,54.55992573,20.33050432,1.19,89
F5,HSD,female,22,3.75,7.240505212,13.23701957,17.05721356,3.7,70.45870406,25.01400607,1.24,147
F5,HSD,female,23,3.63,8.207177842,15.82038984,21.2886,3.77,90.20387781,19.21652708,1.05,12
F5,HSD,female,24,3.73,10.51481871,10.76464096,15.3027428,3.52,64.08951834,17.79671702,1.2,170
F5,HSD,female,25,3.67,10.20871535,12.7923564,15.64191791,3.58,47.82415598,13.32161908,1.32,131
F5,HSD,female,26,3.64,10.17012305,8.49126505,17.80693496,3.73,68.43913249,15.93913842,1.09,108
F5,HSD,female,27,3.61,10.39120473,13.50408764,30.1918968,3.56,85.6930336,16.38356424,1.08,44
F5,HSD,female,28,3.54,9.513282832,14.87072979,20.94974508,3.75,69.87270366,16.49378403,0.95,29
F5,HSD,female,29,3.85,9.095114033,11.28511789,36.88057749,3.71,56.77002095,13.70583048,0.96,42
F5,HSD,female,30,3.55,8.193369809,10.75080869,20.10364645,3.63,57.8465266,22.49506373,1.02,15
F5,HSD,female,31,3.69,8.147197872,11.25910213,19.78686078,3.97,82.47897001,18.62262203,NA,NA
F5,HSD,female,32,3.53,9.236120014,13.70399857,38.63317497,3.32,34.57141576,9.578888636,NA,NA
F5,HSD,female,33,3.63,5.423470295,9.057104659,15.72842467,3.49,60.1738084,14.86777712,NA,NA
F5,HSD,female,34,3.54,8.400282029,8.097565797,10.4463619,3.71,73.29178585,14.64017812,NA,NA
F5,HSD,female,35,3.43,7.000061392,8.055995042,12.02867899,3.81,88.04870326,17.99219663,NA,NA
F5,HSD,female,36,3.5,9.946784588,11.18638703,20.07246901,3.57,85.7420147,26.29901877,NA,NA
F5,HSD,female,37,3.84,13.37042732,14.91991346,28.52380664,3.52,61.85829044,13.41782151,NA,NA
F5,HSD,female,38,3.42,6.468988314,12.22743088,22.70177035,3.58,76.18979924,18.59342845,NA,NA
F5,HSD,female,39,3.57,10.15064987,11.87641656,16.69992255,3.65,53.39082501,12.2435167,NA,NA
F5,HSD,female,40,3.53,9.228694703,13.13461029,15.91175243,3.81,91.35111447,21.31331675,NA,NA
F5,HSD,female,41,3.4,9.048198775,8.725658178,15.28085197,3.67,77.22866163,17.98079738,NA,NA
F5,HSD,female,42,3.84,10.06214168,9.360513147,31.81406912,3.71,56.43853383,14.40459193,NA,NA
F5,HSD,female,43,3.36,8.641157971,15.13947173,18.35802458,3.63,91.41700069,22.72086161,NA,NA
F5,HSD,female,44,3.55,7.574599128,7.587174193,11.43473045,3.82,70.22792666,21.13751563,NA,NA
F5,CD,male,1,2.44,6.577479329,4.754778026,12.01021481,2.54,23.66894621,9.103295586,NA,NA
F5,CD,male,2,2.59,5.985350667,7.446290479,28.40547665,2.54,34.73969338,11.55854447,NA,NA
F5,CD,male,3,2.35,5.074829296,7.186102703,17.55679923,2.62,33.17700939,11.35964526,NA,NA
F5,CD,male,4,2.56,6.487433996,7.929477863,22.24910073,2.32,25.6944138,10.54608595,NA,NA
F5,CD,male,5,2.61,6.174786823,7.192034723,18.7432605,2.42,33.35721467,12.26920112,NA,NA
F5,CD,male,6,2.5,5.136625108,14.19366017,15.76723888,2.62,30.38784369,12.57761585,NA,NA
F5,CD,male,7,2.49,6.29006937,10.11155506,18.75279645,2.7,36.64852952,15.46224031,NA,NA
F5,CD,male,8,2.52,7.175790057,10.22500582,22.01932721,2.51,31.95799855,11.42861794,NA,NA
F5,CD,male,9,2.5,8.574276651,8.2666441,30.13584325,2.57,37.11493141,16.33697938,NA,NA
F5,CD,male,10,2.73,6.285865655,7.148490261,24.83102941,2.59,25.54515115,13.88823343,NA,NA
F5,CD,male,11,2.41,6.549739082,4.74466879,20.39506012,2.51,27.41659551,10.89542169,NA,NA
F5,CD,male,12,2.49,5.769538698,5.550600986,18.53349605,2.5,30.36329846,11.70523739,NA,NA
F5,CD,male,13,2.44,6.450359236,8.455957595,23.57736724,2.43,32.46169252,12.3843279,NA,NA
F5,CD,male,14,2.44,7.706525396,7.377368064,23.30834207,2.65,34.35038837,13.39367602,NA,NA
F5,CD,male,15,2.5,8.130032763,11.38698199,17.29045231,2.62,53.55285945,20.84527695,NA,NA
F5,CD,male,16,2.53,8.550710986,7.717999295,23.75955794,2.5,25.38913102,10.94220412,NA,NA
F5,CD,male,17,2.34,4.971194942,7.775282688,19.33610068,2.51,29.53234249,11.04234602,NA,NA
F5,CD,male,18,2.34,5.78020578,7.412467061,20.07357974,2.46,28.74729281,11.13347612,NA,NA
F5,CD,male,19,2.48,6.306442945,5.76650072,17.17946789,2.64,39.91780404,16.1162885,NA,NA
F5,CD,male,20,2.48,6.398429862,7.003341299,13.9944831,2.79,42.66506149,15.48452095,NA,NA
F5,CD,male,21,2.54,7.294140081,9.306575479,26.69526163,2.53,34.84417857,13.12936074,NA,NA
F5,CD,male,22,2.56,7.403157735,7.849052221,33.07128786,2.6,31.78196467,15.15005447,NA,NA
F5,CD,male,23,2.56,7.404904646,13.64834308,20.74600601,2.63,31.87351631,13.16103482,NA,NA
